CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,ReplicateID,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,WindowWIS,WindowRawScaleWIS,WindowRMSE,WindowMAE,MeanWISMedianComponent,MeanWISDispersionComponent,MeanWISUnderpredictionComponent,MeanWISOverpredictionComponent,MeanCoverage,MeanCalibrationBias,MeanAbsoluteCalibrationError,MeanIntervalWidth,IsValid,IntervalMethod,IntervalStatus,RecordedStatus,AICC
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,189,190,8.99417696527163e-07,8.99417696527163e-07,4.51262186120701e-06,2.62247200483972e-06,2.91385778315524e-07,4.48890290730715e-07,0,1.59141627480924e-07,0.785714285714286,-0.00178571428571429,0.2125,6.34760575197021e-06,1,closed_loop_monte_carlo,ok,ok,-7485.64358273388
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,196,197,5.30517802298302e-07,5.30517802298302e-07,1.99075501839073e-06,1.02920637433192e-06,1.14356263814658e-07,4.16161538483644e-07,0,0,1,0.2125,0.2125,5.92978747135772e-06,1,closed_loop_monte_carlo,ok,ok,-7768.69685051614
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,203,204,1.80144992493853e-06,1.80144992493853e-06,6.99812633160182e-06,3.9008104864965e-06,4.334233873885e-07,4.39879494123523e-07,9.28147043426505e-07,0,0.482142857142857,-0.305357142857143,0.394642857142857,7.10643191211994e-06,1,closed_loop_monte_carlo,ok,ok,-8051.81527887796
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,210,211,2.03301194440522e-06,2.03301194440522e-06,8.79735119622747e-06,4.95968368841027e-06,5.51075965378918e-07,4.60294038576126e-07,1.02164194045017e-06,0,0.553571428571429,-0.233928571428571,0.341071428571429,6.60453470647883e-06,1,closed_loop_monte_carlo,ok,ok,-8331.84692605099
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,217,218,2.01457802760145e-06,2.01457802760145e-06,7.61933166384178e-06,4.29744710190543e-06,4.77494122433937e-07,4.96210890957437e-07,1.04087301421008e-06,0,0.517857142857143,-0.269642857142857,0.375,7.20785782512953e-06,1,closed_loop_monte_carlo,ok,ok,-8609.83079365379
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,224,225,1.97490962244686e-06,1.97490962244686e-06,7.3744428805533e-06,4.2509735189235e-06,4.723303909915e-07,4.68693013050326e-07,1.03388621840503e-06,0,0.285714285714286,-0.501785714285714,0.542857142857143,6.59803724919631e-06,1,closed_loop_monte_carlo,ok,ok,-8887.95030189118
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,231,232,8.65405766865856e-07,8.65405766865856e-07,4.04551048581779e-06,2.36622825549355e-06,2.62914250610394e-07,3.85789222837184e-07,2.16702293418278e-07,0,0.625,-0.1625,0.2875,5.40641877860055e-06,1,closed_loop_monte_carlo,ok,ok,-9168.55800535979
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,238,239,5.55059007410477e-07,5.55059007410477e-07,1.99258363415545e-06,1.08806311612967e-06,1.20895901792185e-07,4.34163105618292e-07,0,0,1,0.2125,0.2125,6.2485095797379e-06,1,closed_loop_monte_carlo,ok,ok,-9452.37392683286
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,245,246,1.19142810320054e-06,1.19142810320054e-06,5.18317597399837e-06,2.92899018206061e-06,3.2544335356229e-07,3.38006693696294e-07,0,5.27978055941958e-07,0.642857142857143,-0.144642857142857,0.294642857142857,4.92401076508862e-06,1,closed_loop_monte_carlo,ok,ok,-9736.59738212722
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,252,253,3.09828940928204e-06,3.09828940928204e-06,9.03925127218172e-06,5.10403598722294e-06,5.67115109691438e-07,3.53901393531271e-07,0,2.17727290605934e-06,0.232142857142857,-0.555357142857143,0.603571428571429,4.91288221001513e-06,1,closed_loop_monte_carlo,ok,ok,-10017.1502589921
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,259,260,3.89879732771908e-06,3.89879732771908e-06,1.05239212317431e-05,6.01320772232659e-06,6.68134191369621e-07,4.00260084048525e-07,0,2.83040305230093e-06,0.0714285714285714,-0.716071428571429,0.730357142857143,5.50622828606898e-06,1,closed_loop_monte_carlo,ok,ok,-10291.2565777734
process_noise,SIRS with stochastic process noise,SIRS,ssa,0,0,1,1,A1,Seasonal Forcing,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/process_noise/forecasts/partB_process_noise_forecast_A1_rep001_ARX_I.mat,forecast_results,266,267,4.6625550529394e-06,4.6625550529394e-06,1.20398824630803e-05,6.85248513184903e-06,7.61387236872114e-07,3.78766718586588e-07,0,3.5224010974807e-06,0.0178571428571429,-0.769642857142857,0.771428571428572,5.16105300876757e-06,1,closed_loop_monte_carlo,ok,ok,-10558.1932608156
