na,nb,nk,MeanWIS_A1,MeanWIS_A2,MeanWIS_A3,MeanWIS_A4,GlobalMeanWIS,Rank
1,3,7,0.422571692096901,0.0653319838411785,259.241830165897,185422967959.883,46355742054.9033,62
8,1,2,0.00372143688140349,189963751980.701,0.0174113063894646,0.00806441836059325,47490937995.1826,63
8,1,1,0.00347724259027485,224854552449.18,0.00845653856725202,0.00803259622855861,56213638112.2999,64
8,1,6,0.00434432791068106,466554034201.034,0.0502568639169533,0.00811020114889101,116638508550.274,65
1,4,6,0.411624119530122,550.663316520392,1685.23491440591,658472382201.214,164618096109.381,66
8,2,6,0.00182112415071409,850146440732.657,33759731031.237,1.33851650399079,220976542941.309,67
8,1,3,0.00405543330308523,2252594931104.1,0.0347231293286397,0.00807830881272441,563148732776.036,68
1,4,7,0.440561248840249,107.543552448298,234.850814206824,2269254040350.74,567313510173.395,69
1,5,6,0.314740136825668,22714.2909655762,41495.124478837,2350679503638.51,587669891962.06,70
1,5,7,0.39293361806978,16995.8127137905,39823.8550832521,3083764150272.4,770941051773.116,71
8,1,4,0.0260611189128873,3406013419070.37,0.0440427740486512,0.00808987789772323,851503354767.613,72
8,1,7,0.00414336104682024,4345920134253.77,0.0446681356821071,0.00810998555022269,1086480033563.46,73
1,6,6,0.0586581150495096,4961402573404.85,749471.477515369,3852636434.35581,1241313989827.69,74
1,2,2,0.0326068532764119,0.0450669105836892,0.408049650327403,5226434373896.27,1306608593474.19,75
1,4,4,0.0632800566162343,4094.91063331593,2227.10169888062,25043976607278.2,6260994153400.07,76
6,1,5,0.0030333440555195,39312726232158,0.0163358789030015,0.00959275711814652,9828181558039.51,77
6,1,7,0.00573941606909213,53321326808837.2,0.00818881671401489,0.00731258799026082,13330331702209.3,78
6,1,6,0.00328955894242277,53636925548454.9,0.0172763163898799,0.00973041885657624,13409231387113.7,79
6,1,2,0.00249786636804414,59327221470213.8,0.00966817627709413,0.00879897327353046,14831805367553.4,80
6,1,4,0.00279691277993246,62657264081163.3,0.0147244530292917,0.00940261003185393,15664316020290.8,81
6,1,1,0.00236628278442338,63196774175497.2,0.00721291746907655,0.00847086399383106,15799193543874.3,82
6,1,3,0.0026204477833864,65345782521415.5,0.0125202799770661,0.00913725360095533,16336445630353.9,83
10,1,7,0.00229960920783865,539767211752667,0.0129147258237481,0.0102717712557342,134941802938167,84
1,3,3,0.0598473482123025,0.109540077186603,831.973700837877,658560631830102,164640157957734,85
9,1,3,0.00181140036837274,962944775301794,0.0120731597739119,0.00981742275781737,240736193825448,86
9,1,2,0.00181140821305897,1.22409565640368e+15,0.0109467233821556,0.00974058167647922,306023914100921,87
1,6,7,0.270468149258415,333903906165.536,75417.3759551011,2.64137464854007e+15,660427138130413,88
7,1,5,0.00183534287211415,1.12709055821643e+16,0.0132966536893829,0.00792500354338051,2.81772639554108e+15,89
7,1,6,0.00263614766569651,1.14782968478899e+16,0.0133210074119414,0.0079564750669682,2.86957421197247e+15,90
7,1,4,0.00174218982713218,1.32234856405963e+16,0.0128752513031874,0.00784604037908288,3.30587141014908e+15,91
6,2,7,0.00473935955538446,2.34286931027309e+16,0.0082354483293049,0.0237599333293912,5.85717327568273e+15,92
6,2,6,0.0026422297798222,2.69902361479542e+16,0.0163720087422399,0.0421204862273844,6.74755903698854e+15,93
9,1,1,0.00181587501382306,3.03978655658808e+16,0.010107214482761,0.0096762820014234,7.59946639147019e+15,94
1,7,7,0.0556105320697459,6.23917634336976e+16,1495929907412.43,9686337085132.53,1.56007364251725e+16,95
8,2,5,0.00178801733932866,8.35631811949105e+16,10371573289.866,0.715349560700311,2.0890797891621e+16,96
9,2,7,0.00272962123169403,4.99829516761039e+17,19404.4079223678,0.239741361266733,1.24957379190265e+17,97
9,2,5,0.00238651846700685,2.06453124483008e+18,178004.2170177,0.18052398388704,5.16132811207564e+17,98
10,1,3,0.00211389018768285,2.13213548350775e+18,0.00966896166309788,0.00994408471165893,5.33033870876938e+17,99
8,3,7,0.00201762842486692,2.87038155876257e+18,165714098835.725,1.63920272323146,7.17595431119168e+17,100
9,2,6,0.00267061853751754,4.59261999642746e+18,30354.3515245957,0.218343227235382,1.14815499910687e+18,101
6,3,6,0.00277755951161901,9.22053098329385e+18,0.0170652226355377,0.0452284068008089,2.30513274582346e+18,102
7,2,7,0.00299038977251482,9.98397715008428e+18,0.0131949167549406,0.0227126204697305,2.49599428752107e+18,103
6,3,7,0.00453421089305375,1.0949870998066e+19,0.00983928551065363,0.0255060460860513,2.73746774951649e+18,104
10,1,5,0.00209622794225837,4.96780639937761e+19,0.0101599397692311,0.0100295669565553,1.2419515998444e+19,105
10,1,4,0.00218020933492655,5.50639432599265e+19,0.00996336703746687,0.00996789078572063,1.37659858149816e+19,106
8,4,7,0.00279214524246707,7.3501973740614e+20,147541391.581369,2.21074550853953,1.83754934351572e+20,107
