Model,ExoMode,Strategy,ForecastConfiguration,OriginPosition,OriginDate,LeadTime,TargetDate,TargetRtEstimated,MedianForecast,Error,AbsoluteError,SquaredError,WIS,MeanCoverage,MeanIntervalWidth
"AR","None","local_online_fit","7",8,"18-Feb-2021",12,"02-Mar-2021",0.710058144828749,0.65383052974288,-0.0562276150858689,0.0562276150858689,0.00316154469824464,0.0493235305454916,1,0.610937962179782
"AR","None","local_online_fit","7",8,"18-Feb-2021",13,"03-Mar-2021",1.68221000179768,1.25873842758853,-0.423471574209149,0.423471574209149,0.179328174163175,0.157187170003627,0.75,1.30786561260383
"AR","None","local_online_fit","7",8,"18-Feb-2021",14,"04-Mar-2021",1.37910045808573,1.68619362466863,0.307093166582902,0.307093166582902,0.094306212961914,0.150099630032085,1,1.66694145597534
"AR","None","local_online_fit","7",9,"25-Feb-2021",1,"26-Feb-2021",1.438729435649,1.551738532263,0.113009096614,0.113009096614,0.0127710559175125,0.0829616150544634,1,1.09159838430858
"AR","None","local_online_fit","7",9,"25-Feb-2021",2,"27-Feb-2021",1.25924090289672,1.29607429588082,0.0368333929840974,0.0368333929840974,0.00135669883872095,0.071379369605669,1,0.969569088891262
"AR","None","local_online_fit","7",9,"25-Feb-2021",3,"28-Feb-2021",0.793371647200016,0.82758622474896,0.0342145775489433,0.0342145775489433,0.00117063731685266,0.0427303048268876,1,0.61017818789213
"AR","None","local_online_fit","7",9,"25-Feb-2021",4,"01-Mar-2021",0.304664243195073,0.502541734111231,0.197877490916158,0.197877490916158,0.0391555014112741,0.0925636182119289,0.5,0.45332916518835
"AR","None","local_online_fit","7",9,"25-Feb-2021",5,"02-Mar-2021",0.710058144828749,0.75500641188492,0.0449482670561712,0.0449482670561712,0.00202034671135288,0.0489393400736156,1,0.642593904639375
"AR","None","local_online_fit","7",9,"25-Feb-2021",6,"03-Mar-2021",1.68221000179768,1.52727733358056,-0.154932668217118,0.154932668217118,0.0240041316808755,0.0847954020695585,1,1.01818860126144
"AR","None","local_online_fit","7",9,"25-Feb-2021",7,"04-Mar-2021",1.37910045808573,1.58609649797542,0.206996039889686,0.206996039889686,0.0428473605300125,0.0939083329382311,0.75,1.1261073466349
"AR","None","local_online_fit","7",9,"25-Feb-2021",8,"05-Mar-2021",1.32387696979888,1.36572499082876,0.0418480210298815,0.0418480210298815,0.0017512568641174,0.0875027586436851,1,1.19471742500856
"AR","None","local_online_fit","7",9,"25-Feb-2021",9,"06-Mar-2021",1.03455854450662,1.20556817419703,0.171009629690402,0.171009629690402,0.0292442934468486,0.094939388889287,1,1.16675454987051
"AR","None","local_online_fit","7",9,"25-Feb-2021",10,"07-Mar-2021",0.833661084513056,0.802963600728864,-0.0306974837841912,0.0306974837841912,0.000942335510680684,0.0470900415249427,1,0.605114839135093
"AR","None","local_online_fit","7",9,"25-Feb-2021",11,"08-Mar-2021",0.344015978023778,0.546887860278114,0.202871882254335,0.202871882254335,0.0411570006094169,0.0730038919935579,0.75,0.500969606434181
"AR","None","local_online_fit","7",9,"25-Feb-2021",12,"09-Mar-2021",0.484655937716858,0.730170954674562,0.245515016957704,0.245515016957704,0.0602776235517416,0.11911219376837,0.75,0.823963040028433
"AR","None","local_online_fit","7",9,"25-Feb-2021",13,"10-Mar-2021",1.58147408669808,1.41947907601057,-0.161995010687514,0.161995010687514,0.0262423834876477,0.104926416669719,1,1.26660035503747
"AR","None","local_online_fit","7",9,"25-Feb-2021",14,"11-Mar-2021",1.51816296451465,1.58723893393037,0.069075969415719,0.069075969415719,0.00477148955072135,0.114089392135338,1,1.71875369416488
"AR","None","local_online_fit","7",10,"04-Mar-2021",1,"05-Mar-2021",1.32387696979888,1.32386122394604,-1.57458528393661e-05,1.57458528393661e-05,2.47931881638975e-10,0.0550021805529843,1,0.859418859737757
"AR","None","local_online_fit","7",10,"04-Mar-2021",2,"06-Mar-2021",1.03455854450662,1.31803283355954,0.283474289052921,0.283474289052921,0.0803576725540591,0.121907296030716,0.75,0.973228786242903
"AR","None","local_online_fit","7",10,"04-Mar-2021",3,"07-Mar-2021",0.833661084513056,0.766048056823065,-0.0676130276899906,0.0676130276899906,0.00457152151340743,0.044126201423623,1,0.549474505361216
"AR","None","local_online_fit","7",10,"04-Mar-2021",4,"08-Mar-2021",0.344015978023778,0.360137494843135,0.0161215168193562,0.0161215168193562,0.000259903304556785,0.0171964868604781,1,0.246416234748819
"AR","None","local_online_fit","7",10,"04-Mar-2021",5,"09-Mar-2021",0.484655937716858,0.688677325193989,0.20402138747713,0.20402138747713,0.0416247265480933,0.0841373533686357,0.5,0.46815514075563
"AR","None","local_online_fit","7",10,"04-Mar-2021",6,"10-Mar-2021",1.58147408669808,1.52906394855235,-0.0524101381457267,0.0524101381457267,0.00274682258045416,0.0681414014496707,1,0.884633512952232
"AR","None","local_online_fit","7",10,"04-Mar-2021",7,"11-Mar-2021",1.51816296451465,1.51151766820926,-0.00664529630539423,0.00664529630539423,4.41599629864862e-05,0.078283538831226,1,1.27475630739207
"AR","None","local_online_fit","7",10,"04-Mar-2021",8,"12-Mar-2021",1.47634931258659,1.34573439805669,-0.130614914529897,0.130614914529897,0.0170602558976522,0.103696413792014,1,1.25664349358109
"AR","None","local_online_fit","7",10,"04-Mar-2021",9,"13-Mar-2021",1.28520068147552,1.31031116592667,0.0251104844511487,0.0251104844511487,0.000630536429371382,0.0918044216794232,1,1.39601355310774
"AR","None","local_online_fit","7",10,"04-Mar-2021",10,"14-Mar-2021",0.943809925278931,0.772637235019361,-0.171172690259569,0.171172690259569,0.0293000898906985,0.0653623546928598,0.75,0.621386414937047
"AR","None","local_online_fit","7",10,"04-Mar-2021",11,"15-Mar-2021",0.236512508428802,0.440030644657611,0.203518136228809,0.203518136228809,0.0414196317740481,0.0931289844975589,0.25,0.365773062582329
"AR","None","local_online_fit","7",10,"04-Mar-2021",12,"16-Mar-2021",0.624957990929107,0.649558837310235,0.0246008463811284,0.0246008463811284,0.000605201642667876,0.0487016580743014,1,0.640294047399521
"AR","None","local_online_fit","7",10,"04-Mar-2021",13,"17-Mar-2021",1.69202727391142,1.37955026449508,-0.312477009416335,0.312477009416335,0.0976418814137766,0.126024208029734,0.75,1.14766435566595
"AR","None","local_online_fit","7",10,"04-Mar-2021",14,"18-Mar-2021",1.68420718941836,1.46502425253106,-0.219182936887303,0.219182936887303,0.0480411598225435,0.107097070000011,1,1.26704722936688
"AR","None","local_online_fit","7",11,"11-Mar-2021",1,"12-Mar-2021",1.47634931258659,1.22236322974921,-0.253986082837379,0.253986082837379,0.064508930275076,0.082503589280898,0.75,0.763042397369994
"AR","None","local_online_fit","7",11,"11-Mar-2021",2,"13-Mar-2021",1.28520068147552,1.10478746103413,-0.180413220441388,0.180413220441388,0.0325489301100328,0.0763024065630692,0.75,0.695899677767786
"AR","None","local_online_fit","7",11,"11-Mar-2021",3,"14-Mar-2021",0.943809925278931,0.825019776366821,-0.118790148912109,0.118790148912109,0.0141110994785611,0.0565406672634505,0.75,0.696575162975575
"AR","None","local_online_fit","7",11,"11-Mar-2021",4,"15-Mar-2021",0.236512508428802,0.405885456088552,0.16937294765975,0.16937294765975,0.0286871953989525,0.101373625199193,0,0.275563712273196
"AR","None","local_online_fit","7",11,"11-Mar-2021",5,"16-Mar-2021",0.624957990929107,0.551701375780882,-0.0732566151482246,0.0732566151482246,0.00536653166297509,0.0325797320386343,0.75,0.403635563984263
"AR","None","local_online_fit","7",11,"11-Mar-2021",6,"17-Mar-2021",1.69202727391142,1.34196381665972,-0.350063457251699,0.350063457251699,0.122544424103012,0.13506729942085,0.75,0.977369467806526
"AR","None","local_online_fit","7",11,"11-Mar-2021",7,"18-Mar-2021",1.68420718941836,1.65599261896415,-0.0282145704542065,0.0282145704542065,0.000796061985915382,0.075720102606063,1,1.14231097434393
"AR","None","local_online_fit","7",11,"11-Mar-2021",8,"19-Mar-2021",1.42766419435702,1.30345470244004,-0.124209491916982,0.124209491916982,0.0154279978822749,0.0855015849693725,1,1.07552801596435
"AR","None","local_online_fit","7",11,"11-Mar-2021",9,"20-Mar-2021",1.23049720642605,1.27004862862812,0.0395514222020752,0.0395514222020752,0.00156431499820681,0.0644521951765875,1,0.881976385776068
"AR","None","local_online_fit","7",11,"11-Mar-2021",10,"21-Mar-2021",0.923769155726966,0.845713180407995,-0.0780559753189705,0.0780559753189705,0.00609273528299573,0.0604457565288334,1,0.705295441765307
"AR","None","local_online_fit","7",11,"11-Mar-2021",11,"22-Mar-2021",0.318739945907852,0.491807656146999,0.173067710239147,0.173067710239147,0.0299524323274212,0.0658579811376773,0.75,0.455987235236913
"AR","None","local_online_fit","7",11,"11-Mar-2021",12,"23-Mar-2021",0.549811433374021,0.582326693670988,0.0325152602969665,0.0325152602969665,0.00105724215217949,0.0415217007785973,1,0.597287246755622
"AR","None","local_online_fit","7",11,"11-Mar-2021",13,"24-Mar-2021",1.69136067021002,1.26578572829678,-0.425574941913233,0.425574941913233,0.181114031184452,0.161252595613354,0.75,1.18181058136315
"AR","None","local_online_fit","7",11,"11-Mar-2021",14,"25-Mar-2021",1.79520386215719,1.69352650972832,-0.101677352428869,0.101677352428869,0.0103382839969444,0.103452275072061,1,1.36259861491844
"AR","None","local_online_fit","7",12,"18-Mar-2021",1,"19-Mar-2021",1.42766419435702,1.42113194241009,-0.00653225194692908,0.00653225194692908,4.26703154981587e-05,0.0612135874264849,1,0.993256978041886
"AR","None","local_online_fit","7",12,"18-Mar-2021",2,"20-Mar-2021",1.23049720642605,1.32282885550573,0.0923316490796764,0.0923316490796764,0.00852513342177251,0.0623683263328333,1,0.773682516798397
"AR","None","local_online_fit","7",12,"18-Mar-2021",3,"21-Mar-2021",0.923769155726966,0.892651380100587,-0.0311177756263792,0.0311177756263792,0.000968315959933679,0.0383424596343791,1,0.522207147918397
"AR","None","local_online_fit","7",12,"18-Mar-2021",4,"22-Mar-2021",0.318739945907852,0.324996115120337,0.00625616921248562,0.00625616921248562,3.91396532152529e-05,0.017322220756729,1,0.264991762250294
"AR","None","local_online_fit","7",12,"18-Mar-2021",5,"23-Mar-2021",0.549811433374021,0.583694616344538,0.0338831829705165,0.0338831829705165,0.0011480700882135,0.0283328869859395,1,0.369549080191743
"AR","None","local_online_fit","7",12,"18-Mar-2021",6,"24-Mar-2021",1.69136067021002,1.47322651949843,-0.218134150711588,0.218134150711588,0.0475825077066658,0.0787202727285695,1,0.757023684848726
"AR","None","local_online_fit","7",12,"18-Mar-2021",7,"25-Mar-2021",1.79520386215719,1.71304102174754,-0.0821628404096502,0.0821628404096502,0.00675073234418164,0.0982715853149191,1,1.44267422835985
"AR","None","local_online_fit","7",12,"18-Mar-2021",8,"26-Mar-2021",1.40685243572612,1.34827770526171,-0.0585747304644133,0.0585747304644133,0.00343099904897867,0.0966788718134005,1,1.34428464990713
"AR","None","local_online_fit","7",12,"18-Mar-2021",9,"27-Mar-2021",1.26396374049252,1.40155676329155,0.137593022799031,0.137593022799031,0.0189318399229747,0.0917760211829141,1,1.08988119231636
"AR","None","local_online_fit","7",12,"18-Mar-2021",10,"28-Mar-2021",0.963784161632764,0.831942053907561,-0.131842107725203,0.131842107725203,0.0173823413694239,0.0640894500728593,1,0.768671372815412
"AR","None","local_online_fit","7",12,"18-Mar-2021",11,"29-Mar-2021",0.35001683812321,0.376034899670633,0.0260180615474231,0.0260180615474231,0.000676939526685496,0.0301633237255911,1,0.384938615597944
"AR","None","local_online_fit","7",12,"18-Mar-2021",12,"30-Mar-2021",0.527681494867441,0.546916495189812,0.0192350003223706,0.0192350003223706,0.000369985237401596,0.0352132575034826,1,0.522127170198055
"AR","None","local_online_fit","7",12,"18-Mar-2021",13,"31-Mar-2021",1.62155640315939,1.30777766550351,-0.313778737655882,0.313778737655882,0.0984570962049187,0.114147642739197,0.75,1.05354428810802
"AR","None","local_online_fit","7",12,"18-Mar-2021",14,"01-Apr-2021",1.67625385593333,1.6725781563688,-0.00367569956452263,0.00367569956452263,1.35107672886318e-05,0.0979494731135123,1,1.48173966727491
"AR","None","local_online_fit","7",13,"25-Mar-2021",1,"26-Mar-2021",1.40685243572612,1.41348056660181,0.00662813087568481,0.00662813087568481,4.39321189052063e-05,0.0699416492499063,1,1.0156014491261
"AR","None","local_online_fit","7",13,"25-Mar-2021",2,"27-Mar-2021",1.26396374049252,1.19923679184995,-0.0647269486425637,0.0647269486425637,0.00418957788057708,0.0562049439968458,1,0.721163037082951
"AR","None","local_online_fit","7",13,"25-Mar-2021",3,"28-Mar-2021",0.963784161632764,0.859596973631857,-0.104187188000907,0.104187188000907,0.0108549701435363,0.051641670922385,1,0.634337364094099
"AR","None","local_online_fit","7",13,"25-Mar-2021",4,"29-Mar-2021",0.35001683812321,0.400079708344207,0.0500628702209972,0.0500628702209972,0.00250629097476441,0.0225180539939159,1,0.239573831430617
"AR","None","local_online_fit","7",13,"25-Mar-2021",5,"30-Mar-2021",0.527681494867441,0.540626835288157,0.012945340420716,0.012945340420716,0.000167581838608225,0.0345557114712387,1,0.495280809722449
"AR","None","local_online_fit","7",13,"25-Mar-2021",6,"31-Mar-2021",1.62155640315939,1.49577065185898,-0.125785751300412,0.125785751300412,0.0158220552302092,0.0708905427917854,0.75,0.834343277910147
"AR","None","local_online_fit","7",13,"25-Mar-2021",7,"01-Apr-2021",1.67625385593333,1.89638003843859,0.220126182505267,0.220126182505267,0.048455536224342,0.111630037850975,1,1.40859388116841
"AR","None","local_online_fit","7",13,"25-Mar-2021",8,"02-Apr-2021",1.35228954347979,1.53888683763196,0.186597294152169,0.186597294152169,0.0348185501849111,0.107493341936498,1,1.30116258048974
"AR","None","local_online_fit","7",13,"25-Mar-2021",9,"03-Apr-2021",1.21998360124611,1.19522790127105,-0.0247556999750633,0.0247556999750633,0.00061284468125535,0.0779351545365186,1,1.12145526950054
"AR","None","local_online_fit","7",13,"25-Mar-2021",10,"04-Apr-2021",0.566572211549033,0.844893505435461,0.278321293886428,0.278321293886428,0.0774627426306154,0.0991472542927232,0.75,0.611932581188981
"AR","None","local_online_fit","7",13,"25-Mar-2021",11,"05-Apr-2021",0.234794177053352,0.445020300968672,0.21022612391532,0.21022612391532,0.0441950231764595,0.10709491518653,0,0.293991340407301
"AR","None","local_online_fit","7",13,"25-Mar-2021",12,"06-Apr-2021",0.527916980411202,0.569726087013008,0.0418091066018058,0.0418091066018058,0.00174800139484116,0.0324930099544642,1,0.452194030829641
"AR","None","local_online_fit","7",13,"25-Mar-2021",13,"07-Apr-2021",1.29120961101768,1.2510415114935,-0.0401680995241818,0.0401680995241818,0.00161347621938457,0.0699798012035529,1,0.988745610269466
"AR","None","local_online_fit","7",13,"25-Mar-2021",14,"08-Apr-2021",1.61882264277492,1.91475143790303,0.295928795128114,0.295928795128114,0.087573851785977,0.132283964837917,1,1.41503214235772
"AR","None","local_online_fit","7",14,"01-Apr-2021",1,"02-Apr-2021",1.35228954347979,1.37851940162296,0.0262298581431699,0.0262298581431699,0.000688005458210817,0.0606295265731023,1,0.869465056480197
"AR","None","local_online_fit","7",14,"01-Apr-2021",2,"03-Apr-2021",1.21998360124611,1.39919927671268,0.179215675466567,0.179215675466567,0.0321182583329377,0.0737475874010336,1,0.784276531106548
"AR","None","local_online_fit","7",14,"01-Apr-2021",3,"04-Apr-2021",0.566572211549033,0.91897666436672,0.352404452817688,0.352404452817688,0.124188898365734,0.151770900804763,0.25,0.640406745068479
"AR","None","local_online_fit","7",14,"01-Apr-2021",4,"05-Apr-2021",0.234794177053352,0.434767901242145,0.199973724188793,0.199973724188793,0.0399894903659355,0.110552536570781,0,0.353234312588871
"AR","None","local_online_fit","7",14,"01-Apr-2021",5,"06-Apr-2021",0.527916980411202,0.574866563816312,0.0469495834051098,0.0469495834051098,0.00220426338191336,0.0324025250964362,1,0.416013292167619
"AR","None","local_online_fit","7",14,"01-Apr-2021",6,"07-Apr-2021",1.29120961101768,1.38868865690219,0.0974790458845067,0.0974790458845067,0.00950216438655377,0.0729643372367398,1,0.860507158778135
"AR","None","local_online_fit","7",14,"01-Apr-2021",7,"08-Apr-2021",1.61882264277492,1.73544581795709,0.116623175182174,0.116623175182174,0.013600964989572,0.0882651635278958,1,1.20468797294966
"AR","None","local_online_fit","7",14,"01-Apr-2021",8,"09-Apr-2021",1.59941058120885,1.49879217004551,-0.10061841116334,0.10061841116334,0.010124064665035,0.0899692508140143,1,1.1991924809587
"AR","None","local_online_fit","7",14,"01-Apr-2021",9,"10-Apr-2021",1.4610113408973,1.34759453432016,-0.113416806577135,0.113416806577135,0.0128633720141552,0.0829672007814695,1,1.0752156251223
"AR","None","local_online_fit","7",14,"01-Apr-2021",10,"11-Apr-2021",0.984736866897371,0.83396275413701,-0.150774112760361,0.150774112760361,0.0227328330786742,0.0773362636520387,1,0.897464635559689
"AR","None","local_online_fit","7",14,"01-Apr-2021",11,"12-Apr-2021",0.390960084104046,0.468860603205147,0.0779005191011006,0.0779005191011006,0.00606849087622094,0.0345871986316018,0.75,0.361096326614425
"AR","None","local_online_fit","7",14,"01-Apr-2021",12,"13-Apr-2021",0.564794072556786,0.571136244687848,0.00634217213106159,0.00634217213106159,4.02231473400143e-05,0.0425170136844153,1,0.572226590987189
"AR","None","local_online_fit","7",14,"01-Apr-2021",13,"14-Apr-2021",1.53478171167765,1.30607322396309,-0.22870848771456,0.22870848771456,0.052307572352681,0.0952987868694056,1,0.974409558063973
"AR","None","local_online_fit","7",14,"01-Apr-2021",14,"15-Apr-2021",1.28953487432461,1.68791003218079,0.398375157856176,0.398375157856176,0.158702766396933,0.178133173867382,0.75,1.55334997049013
"AR","None","local_online_fit","7",15,"08-Apr-2021",1,"09-Apr-2021",1.59941058120885,1.45710720505791,-0.142303376150937,0.142303376150937,0.0202502508639552,0.0746753553552149,1,0.860588301279883
"AR","None","local_online_fit","7",15,"08-Apr-2021",2,"10-Apr-2021",1.4610113408973,1.26876162452423,-0.192249716373066,0.192249716373066,0.0369599534455244,0.0754491147675186,0.75,0.738123882024219
"AR","None","local_online_fit","7",15,"08-Apr-2021",3,"11-Apr-2021",0.984736866897371,0.599585548568597,-0.385151318328774,0.385151318328774,0.148341538010392,0.187511337621473,0.25,0.485517383363631
"AR","None","local_online_fit","7",15,"08-Apr-2021",4,"12-Apr-2021",0.390960084104046,0.301420899278971,-0.0895391848250749,0.0895391848250749,0.00801726561913893,0.0320233084792617,0.5,0.172481838143815
"AR","None","local_online_fit","7",15,"08-Apr-2021",5,"13-Apr-2021",0.564794072556786,0.52559427071107,-0.0391998018457161,0.0391998018457161,0.00153662446474341,0.0249893465869628,1,0.301287219196145
"AR","None","local_online_fit","7",15,"08-Apr-2021",6,"14-Apr-2021",1.53478171167765,1.27074497447209,-0.264036737205563,0.264036737205563,0.0697153985941596,0.100313286198609,0.75,0.936549203097907
"AR","None","local_online_fit","7",15,"08-Apr-2021",7,"15-Apr-2021",1.28953487432461,1.62539739930958,0.335862524984974,0.335862524984974,0.112803635689282,0.121414611999295,0.75,1.16302595818632
"AR","None","local_online_fit","7",15,"08-Apr-2021",8,"16-Apr-2021",1.36084831801368,1.41712601900993,0.0562777009962492,0.0562777009962492,0.00316717962942323,0.0997268793840977,1,1.43514351065558
"AR","None","local_online_fit","7",15,"08-Apr-2021",9,"17-Apr-2021",1.08652010634042,1.20787450094183,0.121354394601411,0.121354394601411,0.014726889089075,0.0932369797542667,1,1.11996296597206
"AR","None","local_online_fit","7",15,"08-Apr-2021",10,"18-Apr-2021",0.799216428693257,0.597062102737307,-0.20215432595595,0.20215432595595,0.0408663715027045,0.0761598935111888,0.75,0.548145731596553
"AR","None","local_online_fit","7",15,"08-Apr-2021",11,"19-Apr-2021",0.394752798770747,0.339283123694945,-0.0554696750758018,0.0554696750758018,0.00307688485301503,0.0249305136639583,1,0.273210610023527
"AR","None","local_online_fit","7",15,"08-Apr-2021",12,"20-Apr-2021",0.438623364979239,0.525256875665495,0.0866335106862555,0.0866335106862555,0.00750536517382554,0.0411353902598276,1,0.446630599524204
"AR","None","local_online_fit","7",15,"08-Apr-2021",13,"21-Apr-2021",1.32633221421266,1.14140695336052,-0.184925260852135,0.184925260852135,0.0341973521012301,0.0870631484774954,1,1.06739452520299
"AR","None","local_online_fit","7",15,"08-Apr-2021",14,"22-Apr-2021",1.46657115014242,1.53222863325361,0.0656574831111885,0.0656574831111885,0.004310905088496,0.106985576473814,1,1.64200118185752
"AR","None","local_online_fit","7",16,"15-Apr-2021",1,"16-Apr-2021",1.36084831801368,1.43772453478331,0.0768762167696289,0.0768762167696289,0.00590995270481097,0.0870438836608282,1,1.18349586263569
"AR","None","local_online_fit","7",16,"15-Apr-2021",2,"17-Apr-2021",1.08652010634042,1.59013156458539,0.503611458244972,0.503611458244972,0.253624500875627,0.206906525288117,0.5,1.18036094197312
"AR","None","local_online_fit","7",16,"15-Apr-2021",3,"18-Apr-2021",0.799216428693257,1.03397388979625,0.234757461102993,0.234757461102993,0.0551110655435233,0.0768647512156262,0.75,0.593261370094093
"AR","None","local_online_fit","7",16,"15-Apr-2021",4,"19-Apr-2021",0.394752798770747,0.43547782479035,0.0407250260196028,0.0407250260196028,0.00165852774429733,0.0229540481175439,1,0.274138646126821
"AR","None","local_online_fit","7",16,"15-Apr-2021",5,"20-Apr-2021",0.438623364979239,0.563148483882325,0.124525118903085,0.124525118903085,0.0155065052378276,0.0468916608928107,0.75,0.363681063749739
"AR","None","local_online_fit","7",16,"15-Apr-2021",6,"21-Apr-2021",1.32633221421266,1.32721543057038,0.000883216357719041,0.000883216357719041,7.80071134542489e-07,0.0829567128639396,1,1.34181721870631
"AR","None","local_online_fit","7",16,"15-Apr-2021",7,"22-Apr-2021",1.46657115014242,1.35629869521833,-0.11027245492409,0.11027245492409,0.0121600143149855,0.0790089999051877,1,1.13865557977465
"AR","None","local_online_fit","7",16,"15-Apr-2021",8,"23-Apr-2021",1.18606401371935,1.38313611695105,0.197072103231699,0.197072103231699,0.0388374138721656,0.122469330388376,1,1.70576562880088
"AR","None","local_online_fit","7",16,"15-Apr-2021",9,"24-Apr-2021",0.995945463421884,1.55840224385247,0.562456780430584,0.562456780430584,0.316357629852338,0.219793789585567,0.75,1.52058786390964
"AR","None","local_online_fit","7",16,"15-Apr-2021",10,"25-Apr-2021",0.796187764517258,1.00693870082653,0.21075093630927,0.21075093630927,0.044415957155234,0.0944281692685815,0.75,0.9130683810488
"AR","None","local_online_fit","7",16,"15-Apr-2021",11,"26-Apr-2021",0.303356745125229,0.514580922634202,0.211224177508974,0.211224177508974,0.0446156531643424,0.0820528399326153,0.5,0.427574899540752
"AR","None","local_online_fit","7",16,"15-Apr-2021",12,"27-Apr-2021",0.551407462038856,0.580729245714645,0.0293217836757889,0.0293217836757889,0.000859766997929758,0.0333444208357775,1,0.439357232750151
"AR","None","local_online_fit","7",16,"15-Apr-2021",13,"28-Apr-2021",1.4314572147828,1.13211439964469,-0.299342815138108,0.299342815138108,0.0896061209748077,0.123817952425934,0.75,1.11442138516176
"AR","None","local_online_fit","7",16,"15-Apr-2021",14,"29-Apr-2021",1.50894236528466,1.42652851115577,-0.0824138541288957,0.0824138541288957,0.0067920433523789,0.102164356291362,1,1.28640454566676
"AR","None","local_online_fit","7",17,"22-Apr-2021",1,"23-Apr-2021",1.18606401371935,1.39526947989859,0.209205466179242,0.209205466179242,0.043766927079274,0.0876444694621011,0.75,0.805132848572883
"AR","None","local_online_fit","7",17,"22-Apr-2021",2,"24-Apr-2021",0.995945463421884,1.20107352659495,0.205128063173064,0.205128063173064,0.0420775223011324,0.0832339417650124,0.75,0.701522317884078
"AR","None","local_online_fit","7",17,"22-Apr-2021",3,"25-Apr-2021",0.796187764517258,0.876921274837927,0.0807335103206689,0.0807335103206689,0.00651789968869755,0.0473605357028978,1,0.635721728984529
"AR","None","local_online_fit","7",17,"22-Apr-2021",4,"26-Apr-2021",0.303356745125229,0.462579663984994,0.159222918859765,0.159222918859765,0.0253519378902233,0.058561350190239,0.75,0.342421716071172
"AR","None","local_online_fit","7",17,"22-Apr-2021",5,"27-Apr-2021",0.551407462038856,0.50145338142124,-0.0499540806176165,0.0499540806176165,0.00249541017035133,0.0293016378724089,1,0.336160551479433
"AR","None","local_online_fit","7",17,"22-Apr-2021",6,"28-Apr-2021",1.4314572147828,1.1800275594426,-0.251429655340194,0.251429655340194,0.0632168715844888,0.106252360120056,0.75,0.698575908175075
"AR","None","local_online_fit","7",17,"22-Apr-2021",7,"29-Apr-2021",1.50894236528466,1.49675476423966,-0.012187601045005,0.012187601045005,0.000148537619232208,0.0721120599705441,1,1.18012361203147
"AR","None","local_online_fit","7",17,"22-Apr-2021",8,"30-Apr-2021",1.23088906021464,1.38008179238983,0.14919273217519,0.14919273217519,0.0222584713338979,0.0984256378675467,1,1.16535284798279
"AR","None","local_online_fit","7",17,"22-Apr-2021",9,"01-May-2021",1.06190473546052,1.29503226625987,0.233127530799344,0.233127530799344,0.0543484456165989,0.116488656989952,0.75,1.3780501517228
"AR","None","local_online_fit","7",17,"22-Apr-2021",10,"02-May-2021",0.887714906035704,0.888356928226583,0.000642022190878944,0.000642022190878944,4.12192493580999e-07,0.0431024483066812,1,0.608283848159603
"AR","None","local_online_fit","7",17,"22-Apr-2021",11,"03-May-2021",0.314460165969188,0.486776344913341,0.172316178944154,0.172316178944154,0.0296928655259136,0.0605119705139021,0.75,0.410485810967189
"AR","None","local_online_fit","7",17,"22-Apr-2021",12,"04-May-2021",0.576903154911759,0.509412516915503,-0.0674906379962554,0.0674906379962554,0.0045549862171416,0.0405260815306686,1,0.526438368930428
"AR","None","local_online_fit","7",17,"22-Apr-2021",13,"05-May-2021",1.43670996794544,1.0874036245518,-0.349306343393636,0.349306343393636,0.122014921535033,0.145308327064491,0.75,1.01455714003631
"AR","None","local_online_fit","7",17,"22-Apr-2021",14,"06-May-2021",1.4099237458307,1.42075698836637,0.0108332425356736,0.0108332425356736,0.000117359143836729,0.108711968913553,1,1.98813636638841
"AR","None","local_online_fit","7",18,"29-Apr-2021",1,"30-Apr-2021",1.23088906021464,1.19051817923732,-0.0403708809773164,0.0403708809773164,0.00162980803088465,0.0472871644927985,1,0.638561933364079
"AR","None","local_online_fit","7",18,"29-Apr-2021",2,"01-May-2021",1.06190473546052,1.03170823836659,-0.0301964970939279,0.0301964970939279,0.000911828436743597,0.0444254396861942,1,0.637398214518279
"AR","None","local_online_fit","7",18,"29-Apr-2021",3,"02-May-2021",0.887714906035704,0.761684010363764,-0.126030895671941,0.126030895671941,0.0158837866638716,0.0520011758756488,1,0.619465124290212
"AR","None","local_online_fit","7",18,"29-Apr-2021",4,"03-May-2021",0.314460165969188,0.388020423982549,0.0735602580133615,0.0735602580133615,0.00541111155899231,0.0288187362233014,0.75,0.222849448455856
"AR","None","local_online_fit","7",18,"29-Apr-2021",5,"04-May-2021",0.576903154911759,0.51940940867037,-0.0574937462413885,0.0574937462413885,0.00330553085686917,0.0359240704848611,1,0.394241718703248
"AR","None","local_online_fit","7",18,"29-Apr-2021",6,"05-May-2021",1.43670996794544,1.27550462526979,-0.161205342675647,0.161205342675647,0.0259871625071728,0.0788500147228339,1,0.860592424802138
"AR","None","local_online_fit","7",18,"29-Apr-2021",7,"06-May-2021",1.4099237458307,1.53519525089663,0.125271505065929,0.125271505065929,0.0156929499814831,0.0848583782037058,1,1.04735901796895
"AR","None","local_online_fit","7",18,"29-Apr-2021",8,"07-May-2021",1.22230104821888,1.24730198445051,0.0250009362316257,0.0250009362316257,0.000625046812457814,0.0760041141014455,1,1.05756645982778
"AR","None","local_online_fit","7",18,"29-Apr-2021",9,"08-May-2021",1.0655796891501,1.0631457656792,-0.00243392347090476,0.00243392347090476,5.92398346222109e-06,0.0555612002719729,1,0.902832841251229
