Model,ExoMode,Strategy,ForecastConfiguration,OriginPosition,OriginDate,Alpha,NominalCoverage,EmpiricalCoverage,CoverageError,MeanIntervalWidth
"ARX","I","partA_fixed_fit","[4 1 1]",5,"28-Jan-2021",0.05,0.95,1,0.05,2.3479259045573
"ARX","I","partA_fixed_fit","[4 1 1]",5,"28-Jan-2021",0.1,0.9,1,0.1,1.86359444807117
"ARX","I","partA_fixed_fit","[4 1 1]",5,"28-Jan-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.41180542629678
"ARX","I","partA_fixed_fit","[4 1 1]",5,"28-Jan-2021",0.5,0.5,0.5,0,0.760548251399268
"ARX","I","partA_fixed_fit","[4 1 1]",6,"04-Feb-2021",0.05,0.95,1,0.05,2.08106069595592
"ARX","I","partA_fixed_fit","[4 1 1]",6,"04-Feb-2021",0.1,0.9,1,0.1,1.6476838827294
"ARX","I","partA_fixed_fit","[4 1 1]",6,"04-Feb-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.2332402563524
"ARX","I","partA_fixed_fit","[4 1 1]",6,"04-Feb-2021",0.5,0.5,0.5,0,0.639869976307697
"ARX","I","partA_fixed_fit","[4 1 1]",7,"11-Feb-2021",0.05,0.95,1,0.05,2.06158913597744
"ARX","I","partA_fixed_fit","[4 1 1]",7,"11-Feb-2021",0.1,0.9,1,0.1,1.63598485958378
"ARX","I","partA_fixed_fit","[4 1 1]",7,"11-Feb-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.23160833610206
"ARX","I","partA_fixed_fit","[4 1 1]",7,"11-Feb-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.653333551441988
"ARX","I","partA_fixed_fit","[4 1 1]",8,"18-Feb-2021",0.05,0.95,1,0.05,1.96069987535699
"ARX","I","partA_fixed_fit","[4 1 1]",8,"18-Feb-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.63637168431386
"ARX","I","partA_fixed_fit","[4 1 1]",8,"18-Feb-2021",0.2,0.8,0.928571428571429,0.128571428571429,1.29512047095992
"ARX","I","partA_fixed_fit","[4 1 1]",8,"18-Feb-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.678280461397775
"ARX","I","partA_fixed_fit","[4 1 1]",9,"25-Feb-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.01860917487022
"ARX","I","partA_fixed_fit","[4 1 1]",9,"25-Feb-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.63753227427443
"ARX","I","partA_fixed_fit","[4 1 1]",9,"25-Feb-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.25472096476985
"ARX","I","partA_fixed_fit","[4 1 1]",9,"25-Feb-2021",0.5,0.5,0.571428571428571,0.0714285714285714,0.668236796614172
"ARX","I","partA_fixed_fit","[4 1 1]",10,"04-Mar-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,1.98581161905925
"ARX","I","partA_fixed_fit","[4 1 1]",10,"04-Mar-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.62302157505652
"ARX","I","partA_fixed_fit","[4 1 1]",10,"04-Mar-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.21313433443123
"ARX","I","partA_fixed_fit","[4 1 1]",10,"04-Mar-2021",0.5,0.5,0.5,0,0.644480778220797
"ARX","I","partA_fixed_fit","[4 1 1]",11,"11-Mar-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.06765362603401
"ARX","I","partA_fixed_fit","[4 1 1]",11,"11-Mar-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.69218533770014
"ARX","I","partA_fixed_fit","[4 1 1]",11,"11-Mar-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.25515137746921
"ARX","I","partA_fixed_fit","[4 1 1]",11,"11-Mar-2021",0.5,0.5,0.5,0,0.591225135592309
"ARX","I","partA_fixed_fit","[4 1 1]",12,"18-Mar-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.23962179382897
"ARX","I","partA_fixed_fit","[4 1 1]",12,"18-Mar-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.84254045069153
"ARX","I","partA_fixed_fit","[4 1 1]",12,"18-Mar-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.41231237539502
"ARX","I","partA_fixed_fit","[4 1 1]",12,"18-Mar-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.71118644738537
"ARX","I","partA_fixed_fit","[4 1 1]",13,"25-Mar-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.25261183319816
"ARX","I","partA_fixed_fit","[4 1 1]",13,"25-Mar-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.80435154760336
"ARX","I","partA_fixed_fit","[4 1 1]",13,"25-Mar-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.37701730311394
"ARX","I","partA_fixed_fit","[4 1 1]",13,"25-Mar-2021",0.5,0.5,0.428571428571429,-0.0714285714285715,0.706290424697271
"ARX","I","partA_fixed_fit","[4 1 1]",14,"01-Apr-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.06813008732513
"ARX","I","partA_fixed_fit","[4 1 1]",14,"01-Apr-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.7265029145852
"ARX","I","partA_fixed_fit","[4 1 1]",14,"01-Apr-2021",0.2,0.8,0.785714285714286,-0.0142857142857143,1.26155251808227
"ARX","I","partA_fixed_fit","[4 1 1]",14,"01-Apr-2021",0.5,0.5,0.357142857142857,-0.142857142857143,0.588839215815627
"ARX","I","partA_fixed_fit","[4 1 1]",15,"08-Apr-2021",0.05,0.95,1,0.05,2.2728650967679
"ARX","I","partA_fixed_fit","[4 1 1]",15,"08-Apr-2021",0.1,0.9,1,0.1,1.75657739938614
"ARX","I","partA_fixed_fit","[4 1 1]",15,"08-Apr-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.34196708349513
"ARX","I","partA_fixed_fit","[4 1 1]",15,"08-Apr-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.705816225242566
"ARX","I","partA_fixed_fit","[4 1 1]",16,"15-Apr-2021",0.05,0.95,1,0.05,2.03083790368564
"ARX","I","partA_fixed_fit","[4 1 1]",16,"15-Apr-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.75591896835948
"ARX","I","partA_fixed_fit","[4 1 1]",16,"15-Apr-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.37394245757786
"ARX","I","partA_fixed_fit","[4 1 1]",16,"15-Apr-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.705790339598034
"ARX","I","partA_fixed_fit","[4 1 1]",17,"22-Apr-2021",0.05,0.95,1,0.05,2.40531373486241
"ARX","I","partA_fixed_fit","[4 1 1]",17,"22-Apr-2021",0.1,0.9,0.928571428571429,0.0285714285714286,2.00526383998239
"ARX","I","partA_fixed_fit","[4 1 1]",17,"22-Apr-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.49923029286184
"ARX","I","partA_fixed_fit","[4 1 1]",17,"22-Apr-2021",0.5,0.5,0.5,0,0.704529775002667
"ARX","I","partA_fixed_fit","[4 1 1]",18,"29-Apr-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.07760659954492
"ARX","I","partA_fixed_fit","[4 1 1]",18,"29-Apr-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.7196354427168
"ARX","I","partA_fixed_fit","[4 1 1]",18,"29-Apr-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.37645311144597
"ARX","I","partA_fixed_fit","[4 1 1]",18,"29-Apr-2021",0.5,0.5,0.714285714285714,0.214285714285714,0.738192062485383
"ARX","I","partA_fixed_fit","[4 1 1]",19,"06-May-2021",0.05,0.95,0.857142857142857,-0.0928571428571429,2.06937813828415
"ARX","I","partA_fixed_fit","[4 1 1]",19,"06-May-2021",0.1,0.9,0.857142857142857,-0.0428571428571429,1.73954034103892
"ARX","I","partA_fixed_fit","[4 1 1]",19,"06-May-2021",0.2,0.8,0.857142857142857,0.0571428571428571,1.30949477894847
"ARX","I","partA_fixed_fit","[4 1 1]",19,"06-May-2021",0.5,0.5,0.642857142857143,0.142857142857143,0.681553368601977
"ARX","I","partA_fixed_fit","[4 1 1]",20,"13-May-2021",0.05,0.95,0.928571428571429,-0.0214285714285714,2.15196491897978
"ARX","I","partA_fixed_fit","[4 1 1]",20,"13-May-2021",0.1,0.9,0.928571428571429,0.0285714285714286,1.8263423445135
"ARX","I","partA_fixed_fit","[4 1 1]",20,"13-May-2021",0.2,0.8,0.714285714285714,-0.0857142857142857,1.34662297533508
"ARX","I","partA_fixed_fit","[4 1 1]",20,"13-May-2021",0.5,0.5,0.357142857142857,-0.142857142857143,0.712168425102622
"ARX","I","partA_fixed_fit","[4 1 1]",21,"20-May-2021",0.05,0.95,0.642857142857143,-0.307142857142857,2.05246894365073
"ARX","I","partA_fixed_fit","[4 1 1]",21,"20-May-2021",0.1,0.9,0.642857142857143,-0.257142857142857,1.73436422166907
"ARX","I","partA_fixed_fit","[4 1 1]",21,"20-May-2021",0.2,0.8,0.357142857142857,-0.442857142857143,1.32074848162658
"ARX","I","partA_fixed_fit","[4 1 1]",21,"20-May-2021",0.5,0.5,0.214285714285714,-0.285714285714286,0.646590389619414
"ARX","I","partA_fixed_fit","[4 1 1]",22,"27-May-2021",0.05,0.95,0.642857142857143,-0.307142857142857,2.26019798789869
"ARX","I","partA_fixed_fit","[4 1 1]",22,"27-May-2021",0.1,0.9,0.642857142857143,-0.257142857142857,1.89500317874058
"ARX","I","partA_fixed_fit","[4 1 1]",22,"27-May-2021",0.2,0.8,0.357142857142857,-0.442857142857143,1.42295051713383
"ARX","I","partA_fixed_fit","[4 1 1]",22,"27-May-2021",0.5,0.5,0.285714285714286,-0.214285714285714,0.721269790685185
