CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Median_Forecast,Error,SquaredError,AbsoluteError,WIS,RawScaleWIS,WISMedianComponent,WISDispersionComponent,WISUnderpredictionComponent,WISOverpredictionComponent,CoverageMean,CalibrationBiasMean,AbsoluteCalibrationErrorMean,IntervalWidthMean,IntervalMethod,IntervalStatus
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,49,50,14,63,1.44790625961717,1.44791684595183,1.05863346617774e-05,1.12070481571149e-10,1.05863346617774e-05,4.48562418668727e-06,4.48562418668727e-06,1.17625940686415e-06,3.24040017646175e-06,6.89646033613656e-08,0,0.75,-0.0375,0.2125,5.21999639263582e-05,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,1,57,1.47728721665793,1.47728721670144,4.3512304870319e-11,1.89332067512759e-21,4.3512304870319e-11,1.56502354285869e-11,1.56502354285869e-11,4.83470054114655e-12,9.10574208627205e-12,1.70979280116828e-12,0,0.75,-0.0375,0.2125,1.28889565687018e-10,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,2,58,1.47318138902826,1.47318138944435,4.16083612009288e-10,1.73125572182696e-19,4.16083612009288e-10,1.43289456843042e-10,1.43289456843042e-10,4.62315124454765e-11,7.78435858982284e-11,1.92143584993371e-11,0,0.75,-0.0375,0.2125,1.1249022269233e-09,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,3,59,1.46875178722047,1.46875178935825,2.13777884283672e-09,4.57009838088032e-18,2.13777884283672e-09,7.08727511246189e-10,7.08727511246189e-10,2.37530982537414e-10,3.77627030879858e-10,9.35694978289171e-11,0,0.75,-0.0375,0.2125,5.51757828315402e-09,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,4,60,1.46400366119206,1.46400366910125,7.90919285620362e-09,6.25553316366223e-17,7.90919285620362e-09,2.73347773798665e-09,2.73347773798665e-09,8.78799206244846e-10,1.33576260916455e-09,5.18915922577258e-10,0,0.75,-0.0375,0.2125,1.97795219647467e-08,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,5,61,1.45894263841497,1.45894266271839,2.43034192770608e-08,5.90656188556611e-16,2.43034192770608e-08,8.56226052404886e-09,8.56226052404886e-09,2.70037991967342e-09,3.91546212119565e-09,1.94641848317979e-09,0,0.75,-0.0375,0.2125,5.84276130810579e-08,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,6,62,1.45357471720592,1.45357478177395,6.45680284794281e-08,4.16903030172024e-15,6.45680284794281e-08,2.26344693136464e-08,2.26344693136464e-08,7.17422538660312e-09,9.97392156766431e-09,5.48632235937892e-09,0,0.75,-0.0375,0.2125,1.49525994641575e-07,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,7,63,1.44790625961717,1.44790641022486,1.50607686766335e-07,2.26826753131066e-14,1.50607686766335e-07,5.36102185533238e-08,5.36102185533238e-08,1.67341874184817e-08,2.26680488873359e-08,1.42079822475062e-08,0,0.75,-0.0375,0.2125,3.42470200975775e-07,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,8,64,1.44194398389628,1.44194431226909,3.28372807834043e-07,1.07828700924813e-13,3.28372807834043e-07,1.13026604752085e-07,1.13026604752085e-07,3.64858675371159e-08,4.84744288264949e-08,2.80663083884747e-08,0,0.75,-0.0375,0.2125,7.22044914303055e-07,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,9,65,1.43569495652361,1.43569560474139,6.48217772791781e-07,4.20186280963138e-13,6.48217772791781e-07,2.20510968924121e-07,2.20510968924121e-07,7.20241969768646e-08,9.49831335386422e-08,5.35036384086141e-08,0,0.75,-0.0375,0.2125,1.40531521258813e-06,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,10,66,1.42916658383716,1.42916777435362,1.19051645341983e-06,1.41732942586334e-12,1.19051645341983e-06,4.13845576494351e-07,4.13845576494351e-07,1.32279605935537e-07,1.69402800301002e-07,1.12163170257812e-07,0,0.75,-0.0375,0.2125,2.54149126177605e-06,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,11,67,1.42236660325458,1.4223686895499,2.08629532161275e-06,4.35262816898326e-12,2.08629532161275e-06,7.42897355570587e-07,7.42897355570587e-07,2.31810591290306e-07,2.86835011162643e-07,2.24251753117639e-07,0,0.75,-0.0375,0.2125,4.35632683726261e-06,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,12,68,1.41530307410279,1.41530658367567,3.50957288564047e-06,1.23171018396227e-11,3.50957288564047e-06,1.24343910954518e-06,1.24343910954518e-06,3.89952542848941e-07,4.76485958581889e-07,3.77000608114347e-07,0,0.75,-0.0375,0.2125,7.18629597090681e-06,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,13,69,1.40798436806609,1.4079901683827,5.80031660324387e-06,3.36436726978665e-11,5.80031660324387e-06,2.0814128299598e-06,2.0814128299598e-06,6.44479622582652e-07,7.55083352231721e-07,6.81849855145423e-07,0,0.5,-0.2875,0.3625,1.13556443485097e-05,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,56,57,14,70,1.40041915926406,1.40042835591936,9.19665530330072e-06,8.45784687677292e-11,9.19665530330072e-06,3.42718738233463e-06,3.42718738233463e-06,1.02185058925564e-06,1.13988521843991e-06,1.26545157463909e-06,0,0.5,-0.2875,0.3625,1.72412706471725e-05,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,1,64,1.44194398389628,1.44194398390436,8.08153544085144e-12,6.53112150817379e-23,8.08153544085144e-12,2.74409384104501e-12,2.74409384104501e-12,8.97948382316827e-13,1.31708718006015e-12,5.29058278668041e-13,0,0.75,-0.0375,0.2125,1.89046556187122e-11,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,2,65,1.43569495652361,1.43569495659401,7.03930247425433e-11,4.95517793240431e-21,7.03930247425433e-11,2.49416561478218e-11,2.49416561478218e-11,7.82144719361592e-12,1.18779332049081e-11,5.24227574929783e-12,0,0.75,-0.0375,0.2125,1.70434555357701e-10,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,3,66,1.42916658383716,1.42916658420885,3.71685793254528e-10,1.38150328907248e-19,3.71685793254528e-10,1.28109547661539e-10,1.28109547661539e-10,4.12984214727253e-11,5.94250327957803e-11,2.73860933930337e-11,0,0.75,-0.0375,0.2125,8.52181603061553e-10,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,4,67,1.42236660325458,1.42236660460227,1.3476961768788e-09,1.81628498517373e-18,1.3476961768788e-09,4.87847938589346e-10,4.87847938589346e-10,1.497440196532e-10,2.14875380451692e-10,1.23228538484454e-10,0,0.75,-0.0375,0.2125,3.08821584971142e-09,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,5,68,1.41530307410279,1.41530307825264,4.14985468211171e-09,1.72212938826445e-17,4.14985468211171e-09,1.48608074734824e-09,1.48608074734824e-09,4.61094964679079e-10,6.44094513526896e-10,3.80891269142265e-10,0,0.75,-0.0375,0.2125,9.16578130061296e-09,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,6,69,1.40798436806609,1.40798437938352,1.13174272176053e-08,1.28084158825794e-16,1.13174272176053e-08,3.98337911544644e-09,3.98337911544644e-09,1.25749191306726e-09,1.66596512634559e-09,1.0599220760336e-09,0,0.75,-0.0375,0.2125,2.34957834299721e-08,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,7,70,1.40041915926406,1.40041918775307,2.84890124824244e-08,8.11623832223734e-16,2.84890124824244e-08,9.58976106302245e-09,9.58976106302245e-09,3.16544583138049e-09,3.79715486584528e-09,2.62716036579668e-09,0,0.75,-0.0375,0.2125,5.35680722002496e-08,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,8,71,1.39261641397097,1.3926164783443,6.43733264471535e-08,4.1439251578718e-15,6.43733264471535e-08,2.1819062009006e-08,2.1819062009006e-08,7.1525918274615e-09,7.9844123609026e-09,6.68205782064193e-09,0,0.5,-0.2875,0.3625,1.12025556497919e-07,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,9,72,1.384585379989,1.38458550989945,1.29910446844406e-07,1.68767241993132e-14,1.29910446844406e-07,4.45246107070061e-08,4.45246107070061e-08,1.44344940938229e-08,1.54968922065161e-08,1.45932244066671e-08,0,0.5,-0.2875,0.3625,2.18137720775502e-07,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,10,73,1.37633557568774,1.37633582273264,2.47044895207438e-07,6.10311802480539e-14,2.47044895207438e-07,8.57780618275979e-08,8.57780618275979e-08,2.74494328008264e-08,2.85139062373831e-08,2.98147227893884e-08,0,0.5,-0.2875,0.3625,4.00791440813286e-07,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,11,74,1.36787677872305,1.36787722168332,4.42960265134573e-07,1.96213796488091e-13,4.42960265134573e-07,1.55755729516452e-07,1.55755729516452e-07,4.92178072371748e-08,5.02481450941832e-08,5.62897771850935e-08,0,0.5,-0.2875,0.3625,7.01848951900619e-07,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,12,75,1.35921901444858,1.35921978092152,7.66472937119289e-07,5.8748076333627e-13,7.66472937119289e-07,2.69967764769211e-07,2.69967764769211e-07,8.5163659679921e-08,8.5389453664665e-08,9.94146514246255e-08,0,0.5,-0.2875,0.3625,1.18030279072645e-06,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,13,76,1.35037254403373,1.35037382896506,1.28493133133567e-06,1.65104852624806e-12,1.28493133133567e-06,4.53108388532976e-07,4.53108388532976e-07,1.42770147926186e-07,1.39715203919779e-07,1.70623036687011e-07,0,0.5,-0.2875,0.3625,1.91349029970977e-06,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,63,64,14,77,1.34134785230216,1.3413498743293,2.0220271426119e-06,4.08859376545926e-12,2.0220271426119e-06,7.27666612143629e-07,7.27666612143629e-07,2.24669682512434e-07,2.20327495845416e-07,2.8266943378578e-07,0,0.5,-0.2875,0.3625,3.00064869518391e-06,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,70,71,1,71,1.39261641397097,1.39261641397076,-2.10720330073855e-13,4.44030575064343e-26,2.10720330073855e-13,5.70744686080439e-13,5.70744686080439e-13,2.34133700082061e-14,5.47331316072233e-13,0,0,1,0.2125,0.2125,8.23008328154629e-12,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,70,71,2,72,1.384585379989,1.38458537998624,-2.76312306368709e-12,7.63484906507953e-24,2.76312306368709e-12,5.04921660038349e-12,5.04921660038349e-12,3.0701367374301e-13,4.74220292664048e-12,0,0,1,0.2125,0.2125,7.34812211078406e-11,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,70,71,3,73,1.37633557568774,1.37633557567053,-1.7211121416949e-11,2.96222700428961e-22,1.7211121416949e-11,2.5034252448819e-11,2.5034252448819e-11,1.91234682410545e-12,2.31219056247135e-11,0,0,1,0.2125,0.2125,3.63996388585974e-10,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,70,71,4,74,1.36787677872305,1.36787677859961,-1.23439480859133e-10,1.52373054347723e-20,1.23439480859133e-10,1.02365855298498e-10,1.02365855298498e-10,1.3715497873237e-11,8.8650357425261e-11,0,0,1,0.2125,0.2125,1.3584198765848e-09,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,70,71,5,75,1.35921901444858,1.3592190139911,-4.57484494731375e-10,2.09292062919621e-19,4.57484494731375e-10,3.17911293586567e-10,3.17911293586567e-10,5.08316105257083e-11,2.67079683060858e-10,0,0,1,0.2125,0.2125,4.07832628779303e-09,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,70,71,6,76,1.35037254403373,1.35037254279155,-1.24218613173355e-09,1.54302638587115e-18,1.24218613173355e-09,8.38721362731813e-10,8.38721362731813e-10,1.38020681303727e-10,7.00700681428085e-10,0,0,1,0.2125,0.2125,1.06004973687845e-08,closed_loop_monte_carlo,ok
structural_mismatch,SEIR structural mismatch,SEIR,uds,1,0,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_structural_mismatch_forecast_A1_AR_None.mat,forecast_results,70,71,7,77,1.34134785230216,1.34134784900889,-3.29326921288953e-09,1.0845622108566e-17,3.29326921288953e-09,2.0195276278439e-09,2.0195276278439e-09,3.6591880143217e-10,1.65360882641173e-09,0,0,1,0.2125,0.2125,2.47691996912991e-08,closed_loop_monte_carlo,ok
