CaseID,CaseName,TruthModel,Solver,StructuralMismatch,ObservationNoise,ProcessNoise,Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,ResultSource,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalMethod,IntervalStatus,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,2,58,1.47318138902826,0.1,0.9,1.04774415085784,1.45425128322513,0,closed_loop_monte_carlo,ok,0.40650713236729,-0.9,0.9,0.785109248429911,0.00872343609366568,0.00451674591519211,0,0.00420669017847356
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,3,59,1.46875178722047,0.1,0.9,1.03807080640926,1.67621567999131,1,closed_loop_monte_carlo,ok,0.638144873582043,0.1,0.1,0.638144873582043,0.00709049859535603,0.00709049859535603,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,4,60,1.46400366119206,0.1,0.9,1.07614470125035,1.68153556587982,1,closed_loop_monte_carlo,ok,0.605390864629467,0.1,0.1,0.605390864629467,0.00672656516254963,0.00672656516254963,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,5,61,1.45894263841497,0.1,0.9,1.06471043757831,1.65145522805813,1,closed_loop_monte_carlo,ok,0.586744790479817,0.1,0.1,0.586744790479817,0.00651938656088685,0.00651938656088685,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,6,62,1.45357471720592,0.1,0.9,1.0391429191598,1.66210670742058,1,closed_loop_monte_carlo,ok,0.622963788260783,0.1,0.1,0.622963788260783,0.00692181986956426,0.00692181986956426,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,7,63,1.44790625961717,0.1,0.9,0.975473064456349,1.88852680762237,1,closed_loop_monte_carlo,ok,0.913053743166018,0.1,0.1,0.913053743166018,0.0101450415907335,0.0101450415907335,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,1,57,1.47728721665793,0.2,0.8,1.08721540766386,1.27194632570882,0,closed_loop_monte_carlo,ok,0.184730918044954,-0.8,0.8,2.23813982753607,0.0497364406119127,0.00410513151211009,0,0.0456313090998026
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,2,58,1.47318138902826,0.2,0.8,1.07673556098292,1.40524060835921,0,closed_loop_monte_carlo,ok,0.328505047376289,-0.8,0.8,1.00791285406688,0.0223980634237084,0.00730011216391753,0,0.0150979512597909
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,3,59,1.46875178722047,0.2,0.8,1.06179403293616,1.57781824248666,1,closed_loop_monte_carlo,ok,0.516024209550498,0.2,0.2,0.516024209550498,0.0114672046566777,0.0114672046566777,0,0
observation_noise,SIRS with observation noise,SIRS,uds,0,1,0,A1,Seasonal Forcing,AR,None,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partB/forecasts/partB_observation_noise_forecast_A1_AR_None.mat,forecast_results,56,57,4,60,1.46400366119206,0.2,0.8,1.07863964698847,1.57286966344371,1,closed_loop_monte_carlo,ok,0.494230016455242,0.2,0.2,0.494230016455242,0.0109828892545609,0.0109828892545609,0,0
