date,t,I_observed,I_smoothed,Lambda_t,Rt_est,Rt_model_input,Rt_evaluation_proxy
2020-06-07,98,780,832,642.855793862276,1.29422493807102,1.29422493807102,1.29422493807102
2020-06-08,99,462,860.142857142857,670.481128609197,1.28287407421456,1.28287407421456,1.28287407421456
2020-06-09,100,677,864.285714285714,704.355407362581,1.22705910290656,1.22705910290656,1.22705910290656
2020-06-10,101,937,869.571428571429,742.330949662882,1.17140667375694,1.17140667375694,1.17140667375694
2020-06-11,102,1437,925.428571428571,779.359778055377,1.18742151890063,1.18742151890063,1.18742151890063
2020-06-12,103,1293,961.714285714286,810.942787052398,1.1859212524843,1.1859212524843,1.1859212524843
2020-06-13,104,1329,987.857142857143,838.21951269676,1.17851842851876,1.17851842851876,1.17851842851876
2020-06-14,105,1032,1023.85714285714,865.55657204909,1.18288876304561,1.18288876304561,1.18288876304561
2020-06-15,106,418,1017.57142857143,894.877108687003,1.13710745161919,1.13710745161919,1.13710745161919
2020-06-16,107,685,1018.71428571429,925.634581057779,1.10055772176331,1.10055772176331,1.10055772176331
2020-06-17,108,1209,1057.57142857143,954.843744287852,1.10758585883619,1.10758585883619,1.10758585883619
2020-06-18,109,1457,1060.42857142857,978.952566305563,1.08322773536463,1.08322773536463,1.08322773536463
2020-06-19,110,1494,1089.14285714286,998.537781392609,1.09073775418281,1.09073775418281,1.09073775418281
2020-06-20,111,1209,1072,1015.95878933039,1.05516090933821,1.05516090933821,1.05516090933821
2020-06-21,112,698,1024.28571428571,1032.67699983677,0.991874239910078,0.991874239910078,0.991874239910078
2020-06-22,113,321,1010.42857142857,1047.44077166912,0.964664159309395,0.964664159309395,0.964664159309395
2020-06-23,114,800,1026.85714285714,1055.3039012674,0.973044012842093,0.973044012842093,0.973044012842093
2020-06-24,115,1309,1041.14285714286,1053.50251419375,0.988268032696295,0.988268032696295,0.988268032696295
2020-06-25,116,1696,1075.28571428571,1045.86642752935,1.02812910519163,1.02812910519163,1.02812910519163
2020-06-26,117,1276,1044.14285714286,1039.04292217483,1.00490830057083,1.00490830057083,1.00490830057083
2020-06-27,118,1204,1043.42857142857,1037.94024728286,1.005287707226,1.005287707226,1.005287707226
2020-06-28,119,755,1051.57142857143,1041.37821179975,1.0097881986162,1.0097881986162,1.0097881986162
2020-06-29,120,415,1065,1044.91751101165,1.01921920991535,1.01921920991535,1.01921920991535
2020-06-30,121,726,1054.42857142857,1047.05269146284,1.00704442099798,1.00704442099798,1.00704442099798
2020-07-01,122,808,982.857142857143,1049.12511316483,0.936835016647554,0.936835016647554,0.936835016647554
2020-07-02,123,685,838.428571428571,1051.13483907213,0.797641311336119,0.797641311336119,0.797641311336119
2020-07-03,124,687,754.285714285714,1047.30375888838,0.720216754579705,0.720216754579705,0.720216754579705
2020-07-04,125,694,681.428571428571,1026.20971697072,0.664024672695642,0.664024672695642,0.664024672695642
2020-07-05,126,364,625.571428571429,981.391254723084,0.637433261770754,0.637433261770754,0.637433261770754
2020-07-06,127,315,611.285714285714,917.398070804541,0.6663254848025,0.6663254848025,0.6663254848025
2020-07-07,128,251,543.428571428571,844.561016297703,0.643445009823916,0.643445009823916,0.643445009823916
2020-07-08,129,278,467.714285714286,773.826650849371,0.60441739141565,0.60441739141565,0.60441739141565
2020-07-09,130,533,446,710.153173912288,0.62803352344812,0.62803352344812,0.62803352344812
2020-07-10,131,334,395.571428571429,651.021383048981,0.607616644969198,0.607616644969198,0.607616644969198
2020-07-11,132,369,349.142857142857,594.604603623556,0.5871849208956,0.5871849208956,0.5871849208956
2020-07-12,133,308,341.142857142857,541.44824827387,0.630056257879522,0.630056257879522,0.630056257879522
2020-07-13,134,106,311.285714285714,491.51899695197,0.633313699401393,0.633313699401393,0.633313699401393
2020-07-14,135,170,299.714285714286,446.046088227079,0.671935689214482,0.671935689214482,0.671935689214482
2020-07-15,136,312,304.571428571429,406.546177999651,0.749168102059221,0.749168102059221,0.749168102059221
2020-07-16,137,287,269.428571428571,373.456358055376,0.721445935025748,0.721445935025748,0.721445935025748
2020-07-17,138,268,260,347.328975384427,0.748569852867096,0.748569852867096,0.748569852867096
2020-07-18,139,284,247.857142857143,326.62815620215,0.758835814214817,0.758835814214817,0.758835814214817
2020-07-19,140,191,231.142857142857,308.634797171211,0.748920274905469,0.748920274905469,0.748920274905469
2020-07-20,141,110,231.714285714286,292.085683157572,0.793309289278936,0.793309289278936,0.793309289278936
2020-07-21,142,131,226.142857142857,276.552131512614,0.817722343725789,0.817722343725789,0.817722343725789
2020-07-22,143,226,213.857142857143,262.488454017679,0.814729713188602,0.814729713188602,0.814729713188602
2020-07-23,144,297,215.285714285714,250.662757330566,0.858865978250619,0.858865978250619,0.858865978250619
2020-07-24,145,220,208.428571428571,240.796309274526,0.865580423788583,0.865580423788583,0.865580423788583
2020-07-25,146,262,205.285714285714,232.466865197054,0.883075160460827,0.883075160460827,0.883075160460827
2020-07-26,147,138,197.714285714286,225.495575223436,0.876798959440232,0.876798959440232,0.876798959440232
2020-07-27,148,42,188,219.562125142416,0.856249682763166,0.856249682763166,0.856249682763166
2020-07-28,149,71,179.428571428571,214.146388772937,0.837878109720648,0.837878109720648,0.837878109720648
2020-07-29,150,283,187.571428571429,208.524772309536,0.89951628525457,0.89951628525457,0.89951628525457
2020-07-30,151,301,188.142857142857,202.284126113843,0.930092048038275,0.930092048038275,0.930092048038275
2020-07-31,152,302,199.857142857143,196.330003411137,1.01796536130354,1.01796536130354,1.01796536130354
2020-08-01,153,258,199.285714285714,192.050209350674,1.03767506924102,1.03767506924102,1.03767506924102
2020-08-02,154,303,222.857142857143,190.377899319825,1.17060406514285,1.17060406514285,1.17060406514285
2020-08-03,155,38,222.285714285714,191.311034724813,1.16190743835271,1.16190743835271,1.16190743835271
2020-08-04,156,165,235.714285714286,194.952755211148,1.20908414686928,1.20908414686928,1.20908414686928
2020-08-05,157,333,242.857142857143,200.994659034873,1.20827659811103,1.20827659811103,1.20827659811103
2020-08-06,158,425,260.571428571429,208.52327132068,1.24960359062613,1.24960359062613,1.24960359062613
2020-08-07,159,378,271.428571428571,216.910793247946,1.25133732334982,1.25133732334982,1.25133732334982
2020-08-08,160,380,288.857142857143,226.184271433784,1.2770876640806,1.2770876640806,1.2770876640806
2020-08-09,161,260,282.714285714286,236.57604160379,1.19502500674927,1.19502500674927,1.19502500674927
2020-08-10,162,73,287.714285714286,248.052624323501,1.15989212570902,1.15989212570902,1.15989212570902
2020-08-11,163,196,292.142857142857,259.371941254512,1.12634718979177,1.12634718979177,1.12634718979177
2020-08-12,164,417,304.142857142857,268.949036144043,1.13085684002959,1.13085684002959,1.13085684002959
2020-08-13,165,443,306.714285714286,276.485882633157,1.10933072890827,1.10933072890827,1.10933072890827
2020-08-14,166,363,304.571428571429,282.93208728084,1.07648245732238,1.07648245732238,1.07648245732238
2020-08-15,167,344,299.428571428571,289.07027328818,1.03583314888302,1.03583314888302,1.03583314888302
2020-08-16,168,226,294.571428571429,294.521335455521,1.00017008314807,1.00017008314807,1.00017008314807
2020-08-17,169,63,293.142857142857,298.315838554719,0.982659380618462,0.982659380618462,0.982659380618462
2020-08-18,170,174,290,299.858025360942,0.967124357105081,0.967124357105081,0.967124357105081
2020-08-19,171,314,275.285714285714,299.421809569106,0.919390991196915,0.919390991196915,0.919390991196915
2020-08-20,172,351,262.142857142857,297.658897894667,0.880682079376716,0.880682079376716,0.880682079376716
2020-08-21,173,333,257.857142857143,294.442922143157,0.875745767567726,0.875745767567726,0.875745767567726
2020-08-22,174,298,251.285714285714,289.138853174609,0.869083181062367,0.869083181062367,0.869083181062367
2020-08-23,175,160,241.857142857143,282.027334004004,0.857566319630952,0.857566319630952,0.857566319630952
2020-08-24,176,57,241,274.144753638983,0.87909761832382,0.87909761832382,0.87909761832382
2020-08-25,177,174,241,266.180636588343,0.905400193976972,0.905400193976972,0.905400193976972
2020-08-26,178,222,227.857142857143,258.697720259344,0.880785275682818,0.880785275682818,0.880785275682818
2020-08-27,179,244,212.571428571429,252.339809561151,0.842401478154063,0.842401478154063,0.842401478154063
2020-08-28,180,202,193.857142857143,246.718642784495,0.785741769123114,0.785741769123114,0.785741769123114
2020-08-29,181,179,176.857142857143,240.364742903826,0.735786541405975,0.735786541405975,0.735786541405975
2020-08-30,182,131,172.714285714286,231.869531613512,0.744877019901742,0.744877019901742,0.744877019901742
2020-08-31,183,48,171.428571428571,220.781558916486,0.776462365198794,0.776462365198794,0.776462365198794
2020-09-01,184,162,169.714285714286,208.269372326621,0.81487874966142,0.81487874966142,0.81487874966142
2020-09-02,185,171,162.428571428571,196.453757394229,0.826803078663554,0.826803078663554,0.826803078663554
2020-09-03,186,213,158,186.826576188267,0.845704092124355,0.845704092124355,0.845704092124355
2020-09-04,187,286,170,179.398863303911,0.947609125661019,0.947609125661019,0.947609125661019
2020-09-05,188,262,181.857142857143,173.465404964497,1.04837701151053,1.04837701151053,1.04837701151053
2020-09-06,189,171,187.571428571429,169.37015278606,1.10746448229494,1.10746448229494,1.10746448229494
2020-09-07,190,67,190.285714285714,168.29396927151,1.13067458750542,1.13067458750542,1.13067458750542
2020-09-08,191,185,193.571428571429,170.466841154599,1.13553713590478,1.13553713590478,1.13553713590478
2020-09-09,192,236,202.857142857143,174.764186217064,1.16074778962543,1.16074778962543,1.16074778962543
2020-09-10,193,314,217.285714285714,179.801954492726,1.20847248239732,1.20847248239732,1.20847248239732
2020-09-11,194,254,212.714285714286,185.104733865017,1.14915637905512,1.14915637905512,1.14915637905512
2020-09-12,195,291,216.857142857143,191.161403119253,1.134419078949,1.134419078949,1.134419078949
2020-09-13,196,206,221.857142857143,197.672223694852,1.1223485966325,1.1223485966325,1.1223485966325
2020-09-14,197,106,227.428571428571,203.644959792451,1.11678959135723,1.11678959135723,1.11678959135723
2020-09-15,198,220,232.428571428571,208.783067757335,1.11325393349771,1.11325393349771,1.11325393349771
2020-09-16,199,292,240.428571428571,213.441565660427,1.12643744288814,1.12643744288814,1.12643744288814
2020-09-17,200,330,242.714285714286,218.048051237312,1.11312293018445,1.11312293018445,1.11312293018445
2020-09-18,201,389,262,222.936946155347,1.17522018901898,1.17522018901898,1.17522018901898
2020-09-19,202,437,282.857142857143,228.164402585664,1.23970759527637,1.23970759527637,1.23970759527637
2020-09-20,203,279,293.285714285714,234.349185780559,1.25149022092333,1.25149022092333,1.25149022092333
2020-09-21,204,133,297.142857142857,242.786705363759,1.22388438319824,1.22388438319824,1.22388438319824
2020-09-22,205,266,303.714285714286,253.687104748609,1.19720033075884,1.19720033075884,1.19720033075884
2020-09-23,206,438,324.571428571429,265.578917055885,1.22212799182071,1.22212799182071,1.22212799182071
2020-09-24,207,553,356.428571428571,276.879100209804,1.2873076052273,1.2873076052273,1.2873076052273
2020-09-25,208,540,378,287.829112860842,1.31327924490652,1.31327924490652,1.31327924490652
2020-09-26,209,630,405.571428571429,300.516117029295,1.34958295275688,1.34958295275688,1.34958295275688
2020-09-27,210,325,412.142857142857,316.48693783532,1.30224286652017,1.30224286652017,1.30224286652017
2020-09-28,211,167,417,335.671300422389,1.24228672357533,1.24228672357533,1.24228672357533
2020-09-29,212,378,433,356.192081763617,1.21563623159752,1.21563623159752,1.21563623159752
2020-09-30,213,613,458,375.30202602046,1.2203504597522,1.2203504597522,1.2203504597522
2020-10-01,214,689,477.428571428571,391.902928805426,1.21823170059953,1.21823170059953,1.21823170059953
2020-10-02,215,633,490.714285714286,407.309546590627,1.2047699098187,1.2047699098187,1.2047699098187
2020-10-03,216,712,502.428571428571,423.245837554316,1.1870844952234,1.1870844952234,1.1870844952234
2020-10-04,217,461,521.857142857143,439.993079463383,1.18605761593706,1.18605761593706,1.18605761593706
2020-10-05,218,156,520.285714285714,456.729683287139,1.13915458820446,1.13915458820446,1.13915458820446
2020-10-06,219,374,519.714285714286,472.939353848024,1.09890260027143,1.09890260027143,1.09890260027143
2020-10-07,220,786,544.428571428571,487.765408184158,1.11616888424982,1.11616888424982,1.11616888424982
2020-10-08,221,831,564.714285714286,499.936302398958,1.12957247354211,1.12957247354211,1.12957247354211
2020-10-09,222,834,593.428571428571,510.250637098112,1.16301387648138,1.16301387648138,1.16301387648138
2020-10-10,223,783,603.571428571429,521.207444472309,1.15802534091298,1.15802534091298,1.15802534091298
2020-10-11,224,509,610.428571428571,534.859263269613,1.14128821046681,1.14128821046681,1.14128821046681
2020-10-12,225,161,611.142857142857,551.090131245229,1.1089707880668,1.1089707880668,1.1089707880668
2020-10-13,226,637,648.714285714286,567.753843408976,1.14259778818792,1.14259778818792,1.14259778818792
2020-10-14,227,916,667.285714285714,582.660875706386,1.14523858063532,1.14523858063532,1.14523858063532
2020-10-15,228,968,686.857142857143,596.562355729975,1.15135850638225,1.15135850638225,1.15135850638225
2020-10-16,229,902,696.571428571429,611.719419575853,1.13871066747302,1.13871066747302,1.13871066747302
2020-10-17,230,1179,753.142857142857,628.812186823562,1.19772306091482,1.19772306091482,1.19772306091482
2020-10-18,231,697,780,647.004650483219,1.20555547694665,1.20555547694665,1.20555547694665
2020-10-19,232,321,802.857142857143,667.335273349424,1.20307913416223,1.20307913416223,1.20307913416223
2020-10-20,233,771,822,691.471826528243,1.1887686069975,1.1887686069975,1.1887686069975
2020-10-21,234,1289,875.285714285714,718.515570187481,1.21818614738902,1.21818614738902,1.21818614738902
2020-10-22,235,1571,961.428571428571,746.284794836876,1.28828642641543,1.28828642641543,1.28828642641543
2020-10-23,236,1666,1070.57142857143,775.191599124438,1.38104106104944,1.38104106104944,1.38104106104944
2020-10-24,237,1867,1168.85714285714,810.00823425939,1.44301884032803,1.44301884032803,1.44301884032803
2020-10-25,238,1477,1280.28571428571,857.116138797214,1.49371322780403,1.49371322780403,1.49371322780403
2020-10-26,239,514,1307.85714285714,919.721265289864,1.42201468229067,1.42201468229067,1.42201468229067
2020-10-27,240,1069,1350.42857142857,996.469994816487,1.35521247850245,1.35521247850245,1.35521247850245
2020-10-28,241,2414,1511.14285714286,1079.56205246672,1.39977396731388,1.39977396731388,1.39977396731388
2020-10-29,242,3389,1770.85714285714,1159.42419707488,1.52735913854899,1.52735913854899,1.52735913854899
2020-10-30,243,3262,1998.85714285714,1238.40098130803,1.61406295135999,1.61406295135999,1.61406295135999
2020-10-31,244,4056,2311.57142857143,1333.55725408919,1.73338746535499,1.73338746535499,1.73338746535499
2020-11-01,245,2987,2527.28571428571,1461.12116592298,1.72968934625572,1.72968934625572,1.72968934625572
2020-11-02,246,1297,2639.14285714286,1628.31334706006,1.62078316308582,1.62078316308582,1.62078316308582
2020-11-03,247,1569,2710.57142857143,1829.5994742542,1.4815108261202,1.4815108261202,1.4815108261202
2020-11-04,248,3608,2881.14285714286,2043.77097404953,1.40971904079553,1.40971904079553,1.40971904079553
2020-11-05,249,4482,3037.28571428571,2245.27067420136,1.35274813374831,1.35274813374831,1.35274813374831
2020-11-06,250,4744,3249,2423.56910453977,1.34058483990163,1.34058483990163,1.34058483990163
2020-11-07,251,4454,3305.85714285714,2584.92707899593,1.27889764075714,1.27889764075714,1.27889764075714
2020-11-08,252,4451,3515,2741.34990046541,1.2822150136337,1.2822150136337,1.2822150136337
2020-11-09,253,2097,3629.28571428571,2895.70041813155,1.25333604662996,1.25333604662996,1.25333604662996
2020-11-10,254,3725,3937.28571428571,3047.13377593142,1.29212762018701,1.29212762018701,1.29212762018701
2020-11-11,255,4497,4064.28571428571,3197.57777678898,1.27105140140394,1.27105140140394,1.27105140140394
2020-11-12,256,5709,4239.57142857143,3355.64254225685,1.26341568721444,1.26341568721444,1.26341568721444
2020-11-13,257,5564,4356.71428571429,3526.37717817346,1.23546463284762,1.23546463284762,1.23546463284762
2020-11-14,258,6730,4681.85714285714,3704.01166357515,1.2639963283318,1.2639963283318,1.2639963283318
2020-11-15,259,3513,4547.85714285714,3880.29355036751,1.17203945624846,1.17203945624846,1.17203945624846
2020-11-16,260,1581,4474.14285714286,4057.18075380061,1.102771389456,1.102771389456,1.102771389456
2020-11-17,261,2544,4305.42857142857,4223.55517835927,1.01938494694915,1.01938494694915,1.01938494694915
2020-11-18,262,4458,4299.85714285714,4350.07034498191,0.988456921809854,0.988456921809854,0.988456921809854
2020-11-19,263,4961,4193,4415.24619406867,0.949663918091991,0.949663918091991,0.949663918091991
2020-11-20,264,7609,4485.14285714286,4422.66069057137,1.01412773236362,1.01412773236362,1.01412773236362
2020-11-21,265,5458,4303.42857142857,4393.07594452664,0.979593484330777,0.979593484330777,0.979593484330777
2020-11-22,266,4492,4443.28571428571,4362.2478534673,1.01857708767144,1.01857708767144,1.01857708767144
2020-11-23,267,2422,4563.42857142857,4349.03834861869,1.04929600652475,1.04929600652475,1.04929600652475
2020-11-24,268,3877,4753.85714285714,4352.43152069414,1.09223019828213,1.09223019828213,1.09223019828213
2020-11-25,269,5674,4927.57142857143,4377.05594592365,1.12577300574841,1.12577300574841,1.12577300574841
2020-11-26,270,6066,5085.42857142857,4431.80229310343,1.147485432584,1.147485432584,1.147485432584
2020-11-27,271,6903,4984.57142857143,4521.13713599899,1.1025039229362,1.1025039229362,1.1025039229362
2020-11-28,272,6462,5128,4638.77927148959,1.10546324795345,1.10546324795345,1.10546324795345
2020-11-29,273,3825,5032.71428571429,4760.42211725855,1.0571991646431,1.0571991646431,1.0571991646431
2020-11-30,274,2753,5080,4865.75646134755,1.04403087995759,1.04403087995759,1.04403087995759
2020-12-01,275,3480,5023.28571428571,4945.74844801685,1.01567755964215,1.01567755964215,1.01567755964215
2020-12-02,276,5819,5044,4998.64497736877,1.00907346347592,1.00907346347592,1.00907346347592
2020-12-03,277,6547,5112.71428571429,5028.17817752717,1.01681247266951,1.01681247266951,1.01681247266951
2020-12-04,278,6986,5124.57142857143,5041.11252622054,1.01655565153858,1.01655565153858,1.01655565153858
2020-12-05,279,7338,5249.71428571429,5049.46607936989,1.03965730300923,1.03965730300923,1.03965730300923
2020-12-06,280,4864,5398.14285714286,5062.70079131484,1.066257533213,1.066257533213,1.066257533213
2020-12-07,281,1803,5262.42857142857,5088.42060946307,1.03419685110973,1.03419685110973,1.03419685110973
2020-12-08,282,3782,5305.57142857143,5134.02798889506,1.03341303164833,1.03341303164833,1.03341303164833
2020-12-09,283,7446,5538,5188.37450171413,1.06738632652103,1.06738632652103,1.06738632652103
2020-12-10,284,8398,5802.42857142857,5234.94770349708,1.10840239484196,1.10840239484196,1.10840239484196
2020-12-11,285,6693,5760.57142857143,5283.10605957764,1.09037588184099,1.09037588184099,1.09037588184099
2020-12-12,286,7717,5814.71428571429,5357.76906425981,1.08528647203229,1.08528647203229,1.08528647203229
2020-12-13,287,6538,6053.85714285714,5458.90763974905,1.10898691503332,1.10898691503332,1.10898691503332
2020-12-14,288,3057,6233,5565.16691252387,1.12000234637585,1.12000234637585,1.12000234637585
2020-12-15,289,3534,6197.57142857143,5671.83293004336,1.09269287459848,1.09269287459848,1.09269287459848
2020-12-16,290,7001,6134,5788.71405084716,1.05964812670308,1.05964812670308,1.05964812670308
2020-12-17,291,8824,6194.85714285714,5909.15994708062,1.04834819133939,1.04834819133939,1.04834819133939
2020-12-18,292,9640,6615.85714285714,6010.13447485917,1.1007835466131,1.1007835466131,1.1007835466131
2020-12-19,293,7917,6644.42857142857,6083.35113718487,1.09223163706827,1.09223163706827,1.09223163706827
2020-12-20,294,5509,6497.42857142857,6157.84177201969,1.05514704858964,1.05514704858964,1.05514704858964
2020-12-21,295,3752,6596.71428571429,6256.71284713632,1.0543418639923,1.0543418639923,1.0543418639923
2020-12-22,296,5160,6829,6359.29511880195,1.07386115480147,1.07386115480147,1.07386115480147
2020-12-23,297,6595,6771,6442.73132032528,1.05095178789144,1.05095178789144,1.05095178789144
2020-12-24,298,11376,7135.57142857143,6516.45219708322,1.09500863549115,1.09500863549115,1.09500863549115
2020-12-25,299,5036,6477.85714285714,6592.15718755603,0.982661207637061,0.982661207637061,0.982661207637061
2020-12-26,300,2793,5745.85714285714,6678.00730558543,0.86041492318395,0.86041492318395,0.86041492318395
2020-12-27,301,2966,5382.57142857143,6737.01048053409,0.7989554779711,0.7989554779711,0.7989554779711
2020-12-28,302,3208,5304.85714285714,6685.84377978241,0.793446170384465,0.793446170384465,0.793446170384465
2020-12-29,303,7091,5580.71428571429,6490.22117212941,0.859865039681426,0.859865039681426,0.859865039681426
2020-12-30,304,8872,5906,6204.77194298133,0.951848037973532,0.951848037973532,0.951848037973532
2020-12-31,305,10459,5775,5933.96709915491,0.973210653766929,0.973210653766929,0.973210653766929
2021-01-01,306,6999,6055.42857142857,5764.94358477147,1.05038817507676,1.05038817507676,1.05038817507676
2021-01-02,307,2618,6030.42857142857,5707.69016471735,1.05654448601752,1.05654448601752,1.05654448601752
2021-01-03,308,2530,5968.14285714286,5729.59003736034,1.04163523362527,1.04163523362527,1.04163523362527
2021-01-04,309,2754,5903.28571428571,5794.90073526767,1.01870350916598,1.01870350916598,1.01870350916598
2021-01-05,310,6982,5887.71428571429,5865.25076209365,1.00382993405257,1.00382993405257,1.00382993405257
2021-01-06,311,7546,5698.28571428571,5912.93043169374,0.963699096431524,0.963699096431524,0.963699096431524
2021-01-07,312,5028,4922.42857142857,5929.89255028193,0.830104176372393,0.830104176372393,0.830104176372393
2021-01-08,313,7148,4943.71428571429,5909.69507267693,0.836543040701238,0.836543040701238,0.836543040701238
2021-01-09,314,5690,5382.57142857143,5815.09354379056,0.925620781168519,0.925620781168519,0.925620781168519
2021-01-10,315,4735,5697.57142857143,5640.5729642062,1.01010508413364,1.01010508413364,1.01010508413364
2021-01-11,316,2317,5635.14285714286,5465.2452531108,1.03108691305946,1.03108691305946,1.03108691305946
2021-01-12,317,4648,5301.71428571429,5377.17497972881,0.985966479740941,0.985966479740941,0.985966479740941
2021-01-13,318,5334,4985.71428571429,5385.40201019799,0.92578312190495,0.92578312190495,0.92578312190495
2021-01-14,319,6595,5209.57142857143,5421.85351977681,0.960846951982185,0.960846951982185,0.960846951982185
2021-01-15,320,4743,4866,5413.59088116437,0.89884886147019,0.89884886147019,0.89884886147019
2021-01-16,321,4205,4653.85714285714,5354.87340081834,0.869088173428327,0.869088173428327,0.869088173428327
2021-01-17,322,2160,4286,5266.4732908201,0.813827349598611,0.813827349598611,0.813827349598611
2021-01-18,323,1250,4133.57142857143,5148.20857780094,0.802914521838796,0.802914521838796,0.802914521838796
2021-01-19,324,2111,3771.14285714286,4989.89546393262,0.755755883946065,0.755755883946065,0.755755883946065
2021-01-20,325,4732,3685.14285714286,4793.52006767222,0.768775931907676,0.768775931907676,0.768775931907676
2021-01-21,326,4946,3449.57142857143,4569.09381528506,0.754979339017186,0.754979339017186,0.754979339017186
2021-01-22,327,4196,3371.42857142857,4332.95653670039,0.778089635303835,0.778089635303835,0.778089635303835
2021-01-23,328,3722,3302.42857142857,4102.34363054648,0.805010225578945,0.805010225578945,0.805010225578945
2021-01-24,329,2368,3332.14285714286,3889.77398304226,0.856641766763201,0.856641766763201,0.856641766763201
2021-01-25,330,1147,3317.42857142857,3706.66910229919,0.894989134414729,0.894989134414729,0.894989134414729
2021-01-26,331,1884,3285,3563.06778942882,0.921958321911862,0.921958321911862,0.921958321911862
2021-01-27,332,4186,3207,3461.94856512052,0.926356917116229,0.926356917116229,0.926356917116229
2021-01-28,333,4105,3086.85714285714,3394.8087221085,0.909287502048101,0.909287502048101,0.909287502048101
2021-01-29,334,2368,2825.71428571429,3345.3675936904,0.844664810839856,0.844664810839856,0.844664810839856
2021-01-30,335,4253,2901.57142857143,3294.7980638949,0.880652280443971,0.880652280443971,0.880652280443971
2021-01-31,336,2695,2948.28571428571,3223.76712420191,0.914546740101645,0.914546740101645,0.914546740101645
2021-02-01,337,1164,2950.71428571429,3135.2044412813,0.941155302940431,0.941155302940431,0.941155302940431
2021-02-02,338,1551,2903.14285714286,3054.47468230734,0.950455695036185,0.950455695036185,0.950455695036185
2021-02-03,339,4315,2921.57142857143,2998.77229639374,0.97425584199402,0.97425584199402,0.97425584199402
2021-02-04,340,3737,2869,2965.48005022832,0.967465621553956,0.967465621553956,0.967465621553956
2021-02-05,341,3396,3015.85714285714,2945.24924925095,1.02397348666642,1.02397348666642,1.02397348666642
2021-02-06,342,3260,2874,2930.80019109321,0.980619562102587,0.980619562102587,0.980619562102587
2021-02-07,343,2332,2822.14285714286,2924.77880794088,0.964908132362228,0.964908132362228,0.964908132362228
2021-02-08,344,1013,2800.57142857143,2924.41829710909,0.957650768133926,0.957650768133926,0.957650768133926
2021-02-09,345,1505,2794,2916.89785269861,0.957866932986731,0.957866932986731,0.957866932986731
2021-02-10,346,4068,2758.71428571429,2897.24412909907,0.952185650496818,0.952185650496818,0.952185650496818
2021-02-11,347,4353,2846.71428571429,2870.4424726771,0.991733613479916,0.991733613479916,0.991733613479916
2021-02-12,348,3804,2905,2842.80942822729,1.02187644769825,1.02187644769825,1.02187644769825
2021-02-13,349,3569,2949.14285714286,2823.18051215527,1.04461717713241,1.04461717713241,1.04461717713241
2021-02-14,350,2771,3011.85714285714,2820.74927931012,1.06775074443829,1.06775074443829,1.06775074443829
2021-02-15,351,1211,3040.14285714286,2837.31812571876,1.07148466348754,1.07148466348754,1.07148466348754
2021-02-16,352,1901,3096.71428571429,2869.04988595703,1.07935184427137,1.07935184427137,1.07935184427137
2021-02-17,353,4205,3116.28571428571,2909.76482146552,1.07097511499784,1.07097511499784,1.07097511499784
2021-02-18,354,4965,3203.71428571429,2954.25274622244,1.08444150210602,1.08444150210602,1.08444150210602
2021-02-19,355,4134,3250.85714285714,2999.03533133283,1.08396760414703,1.08396760414703,1.08396760414703
2021-02-20,356,4028,3316.42857142857,3044.4913927066,1.0893210535505,1.0893210535505,1.0893210535505
2021-02-21,357,2781,3317.85714285714,3092.88118322784,1.07273992963238,1.07273992963238,1.07273992963238
2021-02-22,358,1599,3373.28571428571,3144.54470257881,1.07274217202869,1.07274217202869,1.07274217202869
2021-02-23,359,2538,3464.28571428571,3195.82751750648,1.08400271770258,1.08400271770258,1.08400271770258
2021-02-24,360,5404,3635.57142857143,3243.73084585873,1.12079935152849,1.12079935152849,1.12079935152849
2021-02-25,361,4977,3637.28571428571,3292.30319110325,1.10478455450722,1.10478455450722,1.10478455450722
2021-02-26,362,4830,3736.71428571429,3351.74862063612,1.11485517222503,1.11485517222503,1.11485517222503
2021-02-27,363,4582,3815.85714285714,3423.29009288173,1.11467536765047,1.11467536765047,1.11467536765047
2021-02-28,364,3107,3862.42857142857,3500.11495831879,1.10351477520722,1.10351477520722,1.10351477520722
2021-03-01,365,1242,3811.42857142857,3578.24002745897,1.06516850244258,1.06516850244258,1.06516850244258
2021-03-02,366,2826,3852.57142857143,3654.03312628041,1.05433401817381,1.05433401817381,1.05433401817381
2021-03-03,367,6189,3964.71428571429,3718.66224324444,1.0661668165526,1.0661668165526,1.0661668165526
2021-03-04,368,4870,3949.42857142857,3767.19027334648,1.04837512439216,1.04837512439216,1.04837512439216
2021-03-05,369,4883,3957,3807.72734597069,1.03920255849917,1.03920255849917,1.03920255849917
2021-03-06,370,4069,3883.71428571429,3846.98782076563,1.00954681081921,1.00954681081921,1.00954681081921
2021-03-07,371,3452,3933,3882.20706992388,1.01308351902958,1.01308351902958,1.01308351902958
2021-03-08,372,1451,3962.85714285714,3905.78735400461,1.01461159650538,1.01461159650538,1.01461159650538
2021-03-09,373,1982,3842.28571428571,3916.96589507225,0.980934176404118,0.980934176404118,0.980934176404118
2021-03-10,374,5928,3805,3922.99304200404,0.969922699137962,0.969922699137962,0.969922699137962
2021-03-11,375,5326,3870.14285714286,3922.50525883772,0.986650775909888,0.986650775909888,0.986650775909888
2021-03-12,376,5332,3934.28571428571,3909.58944666171,1.00631684425205,1.00631684425205,1.00631684425205
