Scenario,ScenarioName,Model,ExoMode,ForecastArtifact,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Alpha,NominalCoverage,LowerBound,UpperBound,Coverage,IntervalWidth,CoverageError,AbsoluteCoverageError,IntervalScore,WISIntervalComponent,WISSharpnessComponent,WISUnderpredictionComponent,WISOverpredictionComponent
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,266,267,13,279,1.0807143962704,0.5,0.5,1.08339753872673,1.09199292300804,0,0.0085953842813109,-0.5,0.5,0.0193279541066373,0.00483198852665934,0.00214884607032773,0.00268314245633161,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,266,267,14,280,1.08740165949556,0.5,0.5,1.09158929621393,1.10095960485333,0,0.00937030863939725,-0.5,0.5,0.0261208555128762,0.00653021387821906,0.00234257715984931,0.00418763671836975,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,1,274,1.04492754705274,0.05,0.95,1.04449992613665,1.04536810682267,1,0.000868180686017794,0.05,0.05,0.000868180686017794,2.17045171504449e-05,2.17045171504449e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,2,275,1.05220715831559,0.05,0.95,1.05154721271091,1.05329386165078,1,0.00174664893986787,0.05,0.05,0.00174664893986787,4.36662234966967e-05,4.36662234966967e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,3,276,1.05948264324611,0.05,0.95,1.05889357019325,1.06159145405996,1,0.00269788386670822,0.05,0.05,0.00269788386670822,6.74470966677054e-05,6.74470966677054e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,4,277,1.06669734536064,0.05,0.95,1.06622217760235,1.07024249724455,1,0.00402031964219485,0.05,0.05,0.00402031964219485,0.000100507991054871,0.000100507991054871,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,5,278,1.0737938277472,0.05,0.95,1.07354836813752,1.0791410080968,1,0.00559263995928472,0.05,0.05,0.00559263995928472,0.000139815998982118,0.000139815998982118,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,6,279,1.0807143962704,0.05,0.95,1.08088853297439,1.08860693099732,0,0.00771839802292718,-0.95,0.95,0.0146838661827147,0.000367096654567867,0.000192959950573179,0.000174136703994687,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,7,280,1.08740165949556,0.05,0.95,1.08778379144119,1.09788286535584,0,0.0100990739146503,-0.95,0.95,0.0253843517400312,0.000634608793500779,0.000252476847866256,0.000382131945634523,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,8,281,1.0937991171432,0.05,0.95,1.09512050913539,1.106665029747,0,0.0115445206116087,-0.95,0.95,0.0644002002991799,0.0016100050074795,0.000288613015290218,0.00132139199218928,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,9,282,1.09985176769963,0.05,0.95,1.10235417637036,1.1152672671434,0,0.0129130907730364,-0.95,0.95,0.113009437602225,0.00282523594005561,0.000322827269325909,0.00250240867072971,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,10,283,1.10550672483641,0.05,0.95,1.10857934220885,1.1241932751361,0,0.0156139329272504,-0.95,0.95,0.138518627824727,0.00346296569561818,0.000390348323181261,0.00307261737243691,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,11,284,1.1107138315643,0.05,0.95,1.11466724177093,1.13397199043233,0,0.0193047486614009,-0.95,0.95,0.177441156926631,0.00443602892316578,0.000482618716535022,0.00395341020663076,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,12,285,1.11542626059344,0.05,0.95,1.12094311130154,1.14379592352659,0,0.0228528122250498,-0.95,0.95,0.243526840549282,0.00608817101373206,0.000571320305626244,0.00551685070810581,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,13,286,1.11960108921043,0.05,0.95,1.12654922375061,1.15328446472363,0,0.026735240973021,-0.95,0.95,0.304660622579966,0.00761651556449915,0.000668381024325526,0.00694813454017362,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,14,287,1.12319983712558,0.05,0.95,1.13267726969916,1.16172481496805,0,0.0290475452688923,-0.95,0.95,0.408144848211996,0.0102036212052999,0.000726188631722308,0.00947743257357758,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,1,274,1.04492754705274,0.1,0.9,1.04455371547841,1.04536810682267,1,0.000814391344263532,0.1,0.1,0.000814391344263532,4.07195672131766e-05,4.07195672131766e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,2,275,1.05220715831559,0.1,0.9,1.05173297691411,1.05325284140034,1,0.00151986448622998,0.1,0.1,0.00151986448622998,7.59932243114991e-05,7.59932243114991e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,3,276,1.05948264324611,0.1,0.9,1.05912374210618,1.06152510064438,1,0.00240135853820012,0.1,0.1,0.00240135853820012,0.000120067926910006,0.000120067926910006,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,4,277,1.06669734536064,0.1,0.9,1.06631893900717,1.0700152529086,1,0.00369631390143277,0.1,0.1,0.00369631390143277,0.000184815695071638,0.000184815695071638,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,5,278,1.0737938277472,0.1,0.9,1.07364082419409,1.07890912860901,1,0.00526830441491821,0.1,0.1,0.00526830441491821,0.000263415220745911,0.000263415220745911,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,6,279,1.0807143962704,0.1,0.9,1.08099579049691,1.08776236455645,0,0.00676657405954151,-0.9,0.9,0.0123944585897076,0.000619722929485378,0.000338328702977075,0.000281394226508302,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,7,280,1.08740165949556,0.1,0.9,1.08829168043761,1.09676251152035,0,0.00847083108274527,-0.9,0.9,0.0262712499237217,0.00131356249618608,0.000423541554137263,0.000890020942048819,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,8,281,1.0937991171432,0.1,0.9,1.09569920763236,1.10577717950713,0,0.0100779718747719,-0.9,0.9,0.0480797816579577,0.00240398908289788,0.000503898593738594,0.00190009048915929,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,9,282,1.09985176769963,0.1,0.9,1.10264972313655,1.11476904430444,0,0.0121193211678903,-0.9,0.9,0.0680784299063473,0.00340392149531736,0.000605966058394514,0.00279795543692285,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,10,283,1.10550672483641,0.1,0.9,1.10981376228611,1.12379457358589,0,0.0139808112997768,-0.9,0.9,0.10012156029384,0.00500607801469202,0.00069904056498884,0.00430703744970318,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,11,284,1.1107138315643,0.1,0.9,1.11703684235878,1.13258231602298,0,0.0155454736641916,-0.9,0.9,0.142005689553895,0.00710028447769474,0.000777273683209578,0.00632301079448516,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,12,285,1.11542626059344,0.1,0.9,1.12438485355542,1.14175599760715,0,0.0173711440517215,-0.9,0.9,0.196543003291432,0.00982715016457161,0.000868557202586073,0.00895859296198553,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,13,286,1.11960108921043,0.1,0.9,1.13144777431536,1.1507883225193,0,0.0193405482039446,-0.9,0.9,0.256274250302428,0.0128137125151214,0.00096702741019723,0.0118466851049241,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,14,287,1.12319983712558,0.1,0.9,1.13824705805332,1.16010402593859,0,0.0218569678852756,-0.9,0.9,0.322801386440003,0.0161400693220001,0.00109284839426378,0.0150472209277364,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,1,274,1.04492754705274,0.2,0.8,1.04466444690531,1.04534820064678,1,0.000683753741469229,0.2,0.2,0.000683753741469229,6.83753741469229e-05,6.83753741469229e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,2,275,1.05220715831559,0.2,0.8,1.05195274829241,1.05322665604663,1,0.0012739077542232,0.2,0.2,0.0012739077542232,0.00012739077542232,0.00012739077542232,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,3,276,1.05948264324611,0.2,0.8,1.05924094534441,1.0613023364628,1,0.00206139111838777,0.2,0.2,0.00206139111838777,0.000206139111838777,0.000206139111838777,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,4,277,1.06669734536064,0.2,0.8,1.0667539865288,1.06986843636258,0,0.00311444983378895,-0.8,0.8,0.0036808615153574,0.00036808615153574,0.000311444983378895,5.66411681568457e-05,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,5,278,1.0737938277472,0.2,0.8,1.07406279600068,1.07854173024543,0,0.00447893424474799,-0.8,0.8,0.00716861677956349,0.000716861677956349,0.000447893424474799,0.00026896825348155,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,6,279,1.0807143962704,0.2,0.8,1.08149122450655,1.08745748992144,0,0.00596626541488865,-0.8,0.8,0.0137345477764352,0.00137345477764352,0.000596626541488865,0.000776828236154659,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,7,280,1.08740165949556,0.2,0.8,1.08886273355468,1.09625297377883,0,0.00739024022415347,-0.8,0.8,0.0220009808153168,0.00220009808153168,0.000739024022415347,0.00146107405911633,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,8,281,1.0937991171432,0.2,0.8,1.09641434057765,1.10517887896811,0,0.00876453839045777,-0.8,0.8,0.0349167727349919,0.00349167727349919,0.000876453839045777,0.00261522343445342,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,9,282,1.09985176769963,0.2,0.8,1.10402554824284,1.11420581388022,0,0.0101802656373793,-0.8,0.8,0.0519180710694931,0.00519180710694931,0.00101802656373793,0.00417378054321138,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,10,283,1.10550672483641,0.2,0.8,1.11168491485717,1.12315972435775,0,0.0114748095005792,-0.8,0.8,0.073256709708204,0.0073256709708204,0.00114748095005792,0.00617819002076248,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,11,284,1.1107138315643,0.2,0.8,1.11935629914667,1.13191315455181,0,0.0125568554051396,-0.8,0.8,0.0989815312288682,0.00989815312288682,0.00125568554051396,0.00864246758237286,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,12,285,1.11542626059344,0.2,0.8,1.12688995080207,1.14094179500528,0,0.0140518442032092,-0.8,0.8,0.128688746289483,0.0128688746289483,0.00140518442032092,0.0114636902086274,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,13,286,1.11960108921043,0.2,0.8,1.13391480157374,1.14991530796408,0,0.0160005063903448,-0.8,0.8,0.15913763002342,0.015913763002342,0.00160005063903448,0.0143137123633075,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,14,287,1.12319983712558,0.2,0.8,1.14087882379133,1.15848007244221,0,0.0176012486508828,-0.8,0.8,0.194391115308366,0.0194391115308366,0.00176012486508828,0.0176789866657483,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,1,274,1.04492754705274,0.5,0.5,1.04499000433038,1.04518788582234,0,0.000197881491959429,-0.5,0.5,0.0004477106025087,0.000111927650627175,4.94703729898571e-05,6.24572776373178e-05,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,2,275,1.05220715831559,0.5,0.5,1.05240833744923,1.05293338853784,0,0.00052505108861145,-0.5,0.5,0.00132976762316805,0.000332441905792014,0.000131262772152863,0.000201179133639151,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,3,276,1.05948264324611,0.5,0.5,1.05999052492215,1.06108806644741,0,0.00109754152526054,-0.5,0.5,0.00312906822940717,0.000782267057351793,0.000274385381315134,0.000507881676036659,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,4,277,1.06669734536064,0.5,0.5,1.06768007871971,1.06925821880707,0,0.00157814008736734,-0.5,0.5,0.00550907352364183,0.00137726838091046,0.000394535021841835,0.000982733359068622,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,5,278,1.0737938277472,0.5,0.5,1.07553858136164,1.07754734190289,0,0.00200876054124199,-0.5,0.5,0.00898777499900794,0.00224694374975198,0.000502190135310498,0.00174475361444149,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,6,279,1.0807143962704,0.5,0.5,1.08318399155264,1.08609214458149,0,0.00290815302885372,-0.5,0.5,0.0127865341578004,0.0031966335394501,0.00072703825721343,0.00246959528223667,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,7,280,1.08740165949556,0.5,0.5,1.09100138289558,1.09477985101522,0,0.00377846811963845,-0.5,0.5,0.0181773617197301,0.00454434042993251,0.000944617029909611,0.0035997234000229,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,8,281,1.0937991171432,0.5,0.5,1.0986007059098,1.10367599564672,0,0.00507528973691529,-0.5,0.5,0.0242816448033152,0.0060704112008288,0.00126882243422882,0.00480158876659997,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,9,282,1.09985176769963,0.5,0.5,1.106131426522,1.11283803422102,0,0.00670660769901565,-0.5,0.5,0.031825242988498,0.0079563107471245,0.00167665192475391,0.00627965882237058,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,10,283,1.10550672483641,0.5,0.5,1.11416001706436,1.12138211926761,0,0.00722210220324548,-0.5,0.5,0.041835271115068,0.010458817778767,0.00180552555081137,0.00865329222795563,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,11,284,1.1107138315643,0.5,0.5,1.12209456291254,1.12990985000529,0,0.00781528709274437,-0.5,0.5,0.0533382124857174,0.0133345531214293,0.00195382177318609,0.0113807313482432,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,12,285,1.11542626059344,0.5,0.5,1.12939812081754,1.13808119819963,0,0.0086830773820834,-0.5,0.5,0.0645705182785017,0.0161426295696254,0.00217076934552085,0.0139718602241046,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,13,286,1.11960108921043,0.5,0.5,1.13682210047041,1.14612231228959,0,0.00930021181918006,-0.5,0.5,0.0781842568590778,0.0195460642147695,0.00232505295479501,0.0172210112599744,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,273,274,14,287,1.12319983712558,0.5,0.5,1.14392494494369,1.1542490078166,0,0.0103240628729093,-0.5,0.5,0.09322449414534,0.023306123536335,0.00258101571822733,0.0207251078181077,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,1,281,1.0937991171432,0.05,0.95,1.09353402700334,1.09453683439149,1,0.0010028073881494,0.05,0.05,0.0010028073881494,2.50701847037349e-05,2.50701847037349e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,2,282,1.09985176769963,0.05,0.95,1.09946750423699,1.10167047774402,1,0.00220297350703258,0.05,0.05,0.00220297350703258,5.50743376758145e-05,5.50743376758145e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,3,283,1.10550672483641,0.05,0.95,1.10549765491581,1.10885908385039,1,0.00336142893457914,0.05,0.05,0.00336142893457914,8.40357233644784e-05,8.40357233644784e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,4,284,1.1107138315643,0.05,0.95,1.1112492637292,1.116275948039,0,0.00502668430980169,-0.95,0.95,0.0264439709059454,0.000661099272648635,0.000125667107745042,0.000535432164903593,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,5,285,1.11542626059344,0.05,0.95,1.11635083211621,1.12381886373269,0,0.00746803161647658,-0.95,0.95,0.0444508925272558,0.00111127231318139,0.000186700790411914,0.00092457152276948,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,6,286,1.11960108921043,0.05,0.95,1.12133614279803,1.13118169989845,0,0.00984555710041635,-0.95,0.95,0.0792477006044234,0.00198119251511059,0.000246138927510409,0.00173505358760018,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,7,287,1.12319983712558,0.05,0.95,1.12627533338009,1.13871917563455,0,0.0124438422544584,-0.95,0.95,0.135463692434969,0.00338659231087421,0.00031109605636146,0.00307549625451276,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,8,288,1.12618895619148,0.05,0.95,1.13094267964974,1.1459714032283,0,0.0150287235785547,-0.95,0.95,0.205177661909149,0.00512944154772872,0.000375718089463867,0.00475372345826486,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,9,289,1.1285402616402,0.05,0.95,1.13542849511906,1.15322771048837,0,0.0177992153693105,-0.95,0.95,0.293328554523863,0.00733321386309657,0.000444980384232763,0.0068882334788638,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,10,290,1.13023129551364,0.05,0.95,1.14012435458621,1.15994545162872,0,0.0198210970425137,-0.95,0.95,0.415543459945238,0.0103885864986309,0.000495527426062842,0.0098930590725681,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,11,291,1.13124561424507,0.05,0.95,1.14402864533232,1.16649784177626,0,0.0224691964439312,-0.95,0.95,0.533790439933962,0.013344760998349,0.00056172991109828,0.0127830310872508,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,12,292,1.13157299385586,0.05,0.95,1.14740109859028,1.17293412347767,0,0.0255330248873971,-0.95,0.95,0.658657214264187,0.0164664303566047,0.000638325622184927,0.0158281047344198,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,13,293,1.13120954791971,0.05,0.95,1.15047504280008,1.17900694902886,0,0.0285319062287881,-0.95,0.95,0.799151701443486,0.0199787925360871,0.000713297655719702,0.0192654948803674,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,14,294,1.13015775527156,0.05,0.95,1.15345408767432,1.18492198256427,0,0.0314678948899478,-0.95,0.95,0.963321191000453,0.0240830297750113,0.000786697372248696,0.0232963324027626,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,1,281,1.0937991171432,0.1,0.9,1.09356878804139,1.09450086286583,1,0.000932074824436135,0.1,0.1,0.000932074824436135,4.66037412218068e-05,4.66037412218068e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,2,282,1.09985176769963,0.1,0.9,1.09980367133941,1.10160048848633,1,0.00179681714691604,0.1,0.1,0.00179681714691604,8.98408573458021e-05,8.98408573458021e-05,0,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,3,283,1.10550672483641,0.1,0.9,1.10586222840091,1.10870854262852,0,0.00284631422760917,-0.9,0.9,0.00995638551760436,0.000497819275880218,0.000142315711380459,0.00035550356449976,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,4,284,1.1107138315643,0.1,0.9,1.11194771938815,1.11597903907956,0,0.00403131969141213,-0.9,0.9,0.0287090761684083,0.00143545380842042,0.000201565984570606,0.00123388782384981,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,5,285,1.11542626059344,0.1,0.9,1.11735459006331,1.12356693088925,0,0.00621234082594246,-0.9,0.9,0.0447789302233776,0.00223894651116888,0.000310617041297123,0.00192832946987176,0
A3,Damped Recurrent Waves,ARX,I,/home/kaahin/degree_project/hybrid-epidemic-forecasting/results/partA/forecasts/partA_03_forecast_A3_ARX_I.mat,280,281,6,286,1.11960108921043,0.1,0.9,1.1224528408125,1.13066372785883,0,0.00821088704633133,-0.9,0.9,0.065245919087684,0.0032622959543842,0.000410544352316566,0.00285175160206763,0
