Scenario,Model,ExoMode,WindowDay,WindowDayIdx,HorizonIdx,ForecastDay,Truth_Rt,Median_Forecast,Error,AbsoluteError,SquaredError,WIS,MeanCoverage,MeanIntervalWidth
A3,N4SID,S,175,176,9,184,0.968090984929695,0.934445601403545,-0.0336453835261498,0.0336453835261498,0.00113201183262171,0.0250877084210864,0,0.0196070836235429
A3,N4SID,S,175,176,10,185,0.969114726855266,0.928401006650458,-0.0407137202048088,0.0407137202048088,0.00165760701291546,0.0308922194521563,0,0.0231526237372073
A3,N4SID,S,175,176,11,186,0.970736976253422,0.922330150100299,-0.0484068261531233,0.0484068261531233,0.0023432208182187,0.0375611465569721,0,0.0261083452544369
A3,N4SID,S,175,176,12,187,0.972947984852862,0.916737049541601,-0.0562109353112608,0.0562109353112608,0.00315966924856674,0.04462198674583,0,0.0297613244979714
A3,N4SID,S,175,176,13,188,0.97573488875811,0.910110694467504,-0.0656241942906056,0.0656241942906056,0.00430653487629115,0.052395057410963,0,0.033903217041082
A3,N4SID,S,175,176,14,189,0.97908165678387,0.903439660030908,-0.075641996752962,0.075641996752962,0.00572171167277512,0.0607102025735305,0,0.0374583090196209
A3,N4SID,S,182,183,1,183,0.96767242228004,0.966381383137285,-0.00129103914275541,0.00129103914275541,1.66678206812663e-06,0.000516191502717912,0,0.00182073134553046
A3,N4SID,S,182,183,2,184,0.968090984929695,0.965421727007536,-0.00266925792215833,0.00266925792215833,7.12493785500501e-06,0.00139616059737362,0.25,0.0034858234879635
A3,N4SID,S,182,183,3,185,0.969114726855266,0.964177272536023,-0.00493745431924353,0.00493745431924353,2.43784551546166e-05,0.00296492178978849,0,0.00507819371807325
A3,N4SID,S,182,183,4,186,0.970736976253422,0.962704951738466,-0.00803202451495633,0.00803202451495633,6.45134178088594e-05,0.0048717034621305,0,0.00725132395891687
A3,N4SID,S,182,183,5,187,0.972947984852862,0.961552367362573,-0.0113956174902893,0.0113956174902893,0.000129860097984987,0.00752537320906147,0,0.00953446663936244
A3,N4SID,S,182,183,6,188,0.97573488875811,0.960131630992491,-0.0156032577656191,0.0156032577656191,0.000243461652900353,0.0102928979634073,0,0.0126309034646576
A3,N4SID,S,182,183,7,189,0.97908165678387,0.958497230537715,-0.0205844262461552,0.0205844262461552,0.000423718603883403,0.0137417606804174,0,0.0150776996791707
A3,N4SID,S,182,183,8,190,0.982969031052767,0.957345070591952,-0.0256239604608148,0.0256239604608148,0.000656587349697402,0.0175524488619479,0,0.0184196205503953
A3,N4SID,S,182,183,9,191,0.987374465576871,0.956766249030431,-0.0306082165464404,0.0306082165464404,0.000936862920153789,0.0218181907653165,0,0.0213146778514471
A3,N4SID,S,182,183,10,192,0.992272069301209,0.95574155078409,-0.0365305185171186,0.0365305185171186,0.00133447878312955,0.0262435069929753,0,0.0243626290842191
A3,N4SID,S,182,183,11,193,0.99763256062883,0.954838856761838,-0.0427937038669917,0.0427937038669917,0.00183130109065578,0.0311092246944377,0,0.0276646890446191
A3,N4SID,S,182,183,12,194,1.003423240751,0.953929806077019,-0.0494934346739789,0.0494934346739789,0.00244960007582742,0.0362346867643819,0,0.0319021498094081
A3,N4SID,S,182,183,13,195,1.00960799315836,0.953065492443,-0.0565425007153632,0.0565425007153632,0.00319705438714684,0.0416704441188648,0,0.036051006968247
A3,N4SID,S,182,183,14,196,1.01614731650224,0.951596251368411,-0.0645510651338277,0.0645510651338277,0.00416684000991167,0.0472981012812914,0,0.0406394131747087
A3,N4SID,S,189,190,1,190,0.982969031052767,0.982372959713491,-0.000596071339275639,0.000596071339275639,3.55301041505854e-07,0.000226670719534001,1,0.00215660632031284
A3,N4SID,S,189,190,2,191,0.987374465576871,0.985882106987749,-0.00149235858912156,0.00149235858912156,2.22713415852488e-06,0.000601458265060371,0.75,0.00390196387667072
A3,N4SID,S,189,190,3,192,0.992272069301209,0.989469473044956,-0.00280259625625268,0.00280259625625268,7.85454577556152e-06,0.00107359016571936,0.5,0.00557694208198425
A3,N4SID,S,189,190,4,193,0.99763256062883,0.993224434961507,-0.00440812566732274,0.00440812566732274,1.94315718989095e-05,0.00184679461838515,0.5,0.00809608451423874
A3,N4SID,S,189,190,5,194,1.003423240751,0.996828931477871,-0.00659430927312687,0.00659430927312687,4.34849147896471e-05,0.00288075115938731,0.25,0.0104726834890609
A3,N4SID,S,189,190,6,195,1.00960799315836,1.00080265580395,-0.00880533735441302,0.00880533735441302,7.75339659250213e-05,0.00417788226594733,0.25,0.0132117324373967
A3,N4SID,S,189,190,7,196,1.01614731650224,1.00535275047105,-0.0107945660311846,0.0107945660311846,0.000116522655801604,0.00514827801764173,0.25,0.016210346032026
A3,N4SID,S,189,190,8,197,1.0229983975094,1.00945395968229,-0.0135444378271061,0.0135444378271061,0.000183451796052343,0.00628469506171534,0,0.019936378225665
A3,N4SID,S,189,190,9,198,1.0301152299368,1.01390998681246,-0.0162052431243396,0.0162052431243396,0.000262609904718955,0.00780055705262826,0,0.0241019947063756
A3,N4SID,S,189,190,10,199,1.0374487845996,1.01848171828946,-0.0189670663101356,0.0189670663101356,0.000359749604413079,0.00880773694909382,0.25,0.0282858785690212
A3,N4SID,S,189,190,11,200,1.0449472343391,1.02313236148826,-0.0218148728508414,0.0218148728508414,0.000475888677498376,0.00982738113836125,0.25,0.0332346264064874
A3,N4SID,S,189,190,12,201,1.05255623644679,1.02845530004651,-0.0241009364002813,0.0241009364002813,0.000580855135370405,0.0107290333104091,0.25,0.038319697565712
A3,N4SID,S,189,190,13,202,1.06021927356127,1.03349725261667,-0.0267220209446035,0.0267220209446035,0.000714066403363829,0.0116732473186331,0.25,0.0434406921902697
A3,N4SID,S,189,190,14,203,1.06787805244903,1.0377692636298,-0.0301087888192288,0.0301087888192288,0.00090653916416092,0.0125709776594567,0.25,0.0493386578621801
A3,N4SID,S,196,197,1,197,1.0229983975094,1.02290112315648,-9.72743529155107e-05,9.72743529155107e-05,9.46229973513132e-09,0.000167506907987879,1,0.00215888333454578
A3,N4SID,S,196,197,2,198,1.0301152299368,1.02983875824156,-0.000276471695243252,0.000276471695243252,7.64365982706777e-08,0.000291442361989195,1,0.00379787661923653
A3,N4SID,S,196,197,3,199,1.0374487845996,1.03692430240395,-0.000524482195650489,0.000524482195650489,2.75081573554357e-07,0.00045477829997933,1,0.00589272278823771
A3,N4SID,S,196,197,4,200,1.0449472343391,1.0444975762615,-0.000449658077605219,0.000449658077605219,2.02192386755622e-07,0.000600226498389317,1,0.00800330034331825
A3,N4SID,S,196,197,5,201,1.05255623644679,1.05224421066272,-0.000312025784068304,0.000312025784068304,9.73600899234398e-08,0.00078243076349591,1,0.0103423039148639
A3,N4SID,S,196,197,6,202,1.06021927356127,1.0598578934629,-0.000361380098374831,0.000361380098374831,1.30595575501402e-07,0.00105079440576053,1,0.0138726680916779
A3,N4SID,S,196,197,7,203,1.06787805244903,1.06877237917075,0.000894326721720518,0.000894326721720518,7.99820285183368e-07,0.00136781699824375,1,0.0176143976432518
A3,N4SID,S,196,197,8,204,1.07547295841117,1.07725904995972,0.00178609154855347,0.00178609154855347,3.19012301981413e-06,0.00173158197683672,1,0.0209987765383288
A3,N4SID,S,196,197,9,205,1.08294356137725,1.08713802611025,0.00419446473300522,0.00419446473300522,1.75935343964246e-05,0.00231842150163654,1,0.0253434725946565
A3,N4SID,S,196,197,10,206,1.09022916810202,1.09675501466693,0.00652584656491184,0.00652584656491184,4.25866733887717e-05,0.00285959893687371,1,0.0297461018678767
A3,N4SID,S,196,197,11,207,1.09726941332334,1.10752510463575,0.0102556913124123,0.0102556913124123,0.00010517920429549,0.00367007921913509,0.75,0.0341606640600791
A3,N4SID,S,196,197,12,208,1.10400488131788,1.11754513438435,0.0135402530664697,0.0135402530664697,0.000183338453104041,0.00486674178632948,0.75,0.0399396320134809
A3,N4SID,S,196,197,13,209,1.11037774805173,1.12797056489809,0.0175928168463595,0.0175928168463595,0.00030950720458955,0.00648000641597335,0.75,0.045809587465597
A3,N4SID,S,196,197,14,210,1.11633243310742,1.13948903148014,0.0231565983727271,0.0231565983727271,0.000536228048195787,0.00846120735795245,0.75,0.0522197832527151
A3,N4SID,S,203,204,1,204,1.07547295841117,1.07639855102684,0.000925592615672377,0.000925592615672377,8.56721690187233e-07,0.000354440669962974,0.75,0.00224129104781007
A3,N4SID,S,203,204,2,205,1.08294356137725,1.08488589436507,0.00194233298782587,0.00194233298782587,3.77265743559656e-06,0.000699177098012989,0.75,0.00364143667942901
A3,N4SID,S,203,204,3,206,1.09022916810202,1.09416218976789,0.00393302166586862,0.00393302166586862,1.5468659424192e-05,0.00141891443013532,0.75,0.00584189163996751
A3,N4SID,S,203,204,4,207,1.09726941332334,1.1037147920017,0.00644537867836559,0.00644537867836559,4.15429063075297e-05,0.00241214069564601,0.5,0.00816566549138781
A3,N4SID,S,203,204,5,208,1.10400488131788,1.11339398396789,0.00938910265000725,0.00938910265000725,8.81552485723732e-05,0.00417062319637431,0,0.0109135224095101
A3,N4SID,S,203,204,6,209,1.11037774805173,1.12318276358396,0.0128050155322346,0.0128050155322346,0.000163968422780768,0.00619871252469872,0,0.0144851028135013
A3,N4SID,S,203,204,7,210,1.11633243310742,1.13468920124675,0.0183567681393386,0.0183567681393386,0.000336970936521437,0.00949807322269103,0,0.0181233901526593
A3,N4SID,S,203,204,8,211,1.12181624981277,1.1455244500104,0.023708200197639,0.023708200197639,0.000562078756611329,0.0135124143898239,0,0.0220156444509679
A3,N4SID,S,203,204,9,212,1.12678004152895,1.15727340458168,0.030493363052736,0.030493363052736,0.000929845190265964,0.0184342329727462,0,0.0261645740052823
A3,N4SID,S,203,204,10,213,1.13117879189548,1.16990159532901,0.038722803433529,0.038722803433529,0.00149945550575172,0.0245540436359395,0,0.0307910669101997
A3,N4SID,S,203,204,11,214,1.13497219698993,1.18289431988492,0.0479221228949902,0.0479221228949902,0.00229652986276254,0.0311262069459737,0,0.0362656765065592
A3,N4SID,S,203,204,12,215,1.13812518784141,1.19641585367584,0.0582906658344307,0.0582906658344307,0.00339780172342126,0.0390364787955333,0,0.041258530094693
A3,N4SID,S,203,204,13,216,1.14060839253099,1.21102796944594,0.0704195769149512,0.0704195769149512,0.00495891681288072,0.048580388514809,0,0.0466049284157938
A3,N4SID,S,203,204,14,217,1.14239852820188,1.2265937060042,0.0841951778023187,0.0841951778023187,0.00708882796516405,0.0592738150512116,0,0.0526253558901352
A3,N4SID,S,210,211,1,211,1.12181624981277,1.12304485359053,0.00122860377776624,0.00122860377776624,1.50946724274146e-06,0.000503267154634437,0,0.00235149201876295
A3,N4SID,S,210,211,2,212,1.12678004152895,1.12987029798072,0.00309025645177652,0.00309025645177652,9.5496849377464e-06,0.00177870218111797,0,0.00387716191653753
A3,N4SID,S,210,211,3,213,1.13117879189548,1.13723120528882,0.0060524133933435,0.0060524133933435,3.66317078839238e-05,0.00424187130254827,0,0.00523332936864318
A3,N4SID,S,210,211,4,214,1.13497219698993,1.14493091645112,0.00995871946119364,0.00995871946119364,9.9176093306757e-05,0.00719087786064051,0,0.00659932579904415
A3,N4SID,S,210,211,5,215,1.13812518784141,1.1527021963602,0.0145770085187893,0.0145770085187893,0.000212489177356856,0.0113036613022061,0,0.00822182857323639
A3,N4SID,S,210,211,6,216,1.14060839253099,1.16062957667951,0.0200211841485145,0.0200211841485145,0.000400847814708728,0.0160836972110706,0,0.0100060830795939
A3,N4SID,S,210,211,7,217,1.14239852820188,1.16893739200919,0.0265388638073112,0.0265388638073112,0.000704311292183012,0.0219652680685833,0,0.0120624358900065
A3,N4SID,S,210,211,8,218,1.14347871465899,1.17759920357643,0.0341204889174451,0.0341204889174451,0.0011642077639655,0.0283800350644067,0,0.0146873799311523
A3,N4SID,S,210,211,9,219,1.14383870282712,1.18710407653512,0.0432653737079935,0.0432653737079935,0.00187189256209234,0.0361901882669549,0,0.0176007996246402
A3,N4SID,S,210,211,10,220,1.14347501311506,1.19696739842701,0.0534923853119493,0.0534923853119493,0.00286143528636205,0.0444943574735324,0,0.020830374264373
A3,N4SID,S,210,211,11,221,1.14239098065071,1.20665046516571,0.0642594845149962,0.0642594845149962,0.00412928135013303,0.0546721608440888,0,0.0236893809009578
A3,N4SID,S,210,211,12,222,1.14059670635632,1.21793384051077,0.0773371341544462,0.0773371341544462,0.00598103231922281,0.0651748147061605,0,0.028245943057464
A3,N4SID,S,210,211,13,223,1.13810891486599,1.22963165125614,0.0915227363901558,0.0915227363901558,0.00837641127634196,0.0765802173176377,0,0.0336582625063996
A3,N4SID,S,210,211,14,224,1.13495072229273,1.24068336337333,0.105732641080604,0.105732641080604,0.0111793913898798,0.0893405977855167,0,0.0381236184617955
A3,N4SID,S,217,218,1,218,1.14347871465899,1.1446274706161,0.0011487559571115,0.0011487559571115,1.31964024899916e-06,0.000462912077281369,0,0.00217613924972287
A3,N4SID,S,217,218,2,219,1.14383870282712,1.14655131287966,0.00271261005253343,0.00271261005253343,7.3582532971054e-06,0.001761379767531,0,0.00386639435474234
A3,N4SID,S,217,218,3,220,1.14347501311506,1.1485083017101,0.00503328859503394,0.00503328859503394,2.53339940808987e-05,0.00350556581941388,0,0.00612084951382141
A3,N4SID,S,217,218,4,221,1.14239098065071,1.15033246229499,0.00794148164427555,0.00794148164427555,6.30671307063655e-05,0.00566210211155981,0,0.00873741018134222
A3,N4SID,S,217,218,5,222,1.14059670635632,1.15259056114552,0.0119938547891958,0.0119938547891958,0.000143852552704315,0.00837437785213664,0,0.0118211386895342
A3,N4SID,S,217,218,6,223,1.13810891486599,1.15475884299898,0.0166499281329935,0.0166499281329935,0.000277220106833848,0.01133441208401,0,0.0155589644039031
A3,N4SID,S,217,218,7,224,1.13495072229273,1.15721686084271,0.0222661385499812,0.0222661385499812,0.000495780925926957,0.0156646699554385,0,0.0192279181481874
A3,N4SID,S,217,218,8,225,1.13115131877287,1.15852101861664,0.0273696998437734,0.0273696998437734,0.000749100469538247,0.0200563531240796,0,0.0228821497540413
A3,N4SID,S,217,218,9,226,1.12674557249781,1.16069471670599,0.0339491442081781,0.0339491442081781,0.00115254439246767,0.0251476342849043,0,0.0270874184675138
A3,N4SID,S,217,218,10,227,1.12177356353763,1.16276402307521,0.0409904595375801,0.0409904595375801,0.00168021777310199,0.0302996991892697,0,0.0318170994099834
A3,N4SID,S,217,218,11,228,1.11628005712485,1.16439466995258,0.0481146128277345,0.0481146128277345,0.0023150159675628,0.0357039829853328,0,0.0369445297328233
A3,N4SID,S,217,218,12,229,1.11031392716421,1.165750636248,0.0554367090837826,0.0554367090837826,0.00307322871403995,0.0415159417704891,0,0.0425035281774346
A3,N4SID,S,217,218,13,230,1.10392754153768,1.16717794325495,0.0632504017172695,0.0632504017172695,0.00400061331739597,0.0480334911852474,0,0.0471678289632313
A3,N4SID,S,217,218,14,231,1.09717612126587,1.16855832873987,0.0713822074739952,0.0713822074739952,0.00509541954386049,0.0545979919198231,0,0.052809976598826
A3,N4SID,S,224,225,1,225,1.13115131877287,1.1315252375741,0.00037391880123594,0.00037391880123594,1.39815269917722e-07,0.000215856847017066,1,0.00223078965824403
A3,N4SID,S,224,225,2,226,1.12674557249781,1.12798387298917,0.00123830049135676,0.00123830049135676,1.53338810689439e-06,0.000440492896679054,0.75,0.00385627462517579
A3,N4SID,S,224,225,3,227,1.12177356353763,1.12351251303991,0.00173894950228415,0.00173894950228415,3.02394537149429e-06,0.000680617848074763,0.5,0.00500888739614713
A3,N4SID,S,224,225,4,228,1.11628005712485,1.11871112185522,0.00243106473037868,0.00243106473037868,5.91007572329119e-06,0.000957171710720712,0.75,0.00711478874235516
A3,N4SID,S,224,225,5,229,1.11031392716421,1.11413004898269,0.00381612181847268,0.00381612181847268,1.45627857334233e-05,0.00138945982809526,0.75,0.00977838362643835
A3,N4SID,S,224,225,6,230,1.10392754153768,1.10852824508839,0.00460070355070852,0.00460070355070852,2.1166473161502e-05,0.00176591431883438,0.75,0.0127633679258641
A3,N4SID,S,224,225,7,231,1.09717612126587,1.10260045790746,0.00542433664159114,0.00542433664159114,2.94234280013083e-05,0.00212202035651855,0.75,0.0163703878824168
A3,N4SID,S,224,225,8,232,1.09011708575928,1.09681870662558,0.00670162086629733,0.00670162086629733,4.49117222355918e-05,0.00249574638980192,0.75,0.0201378648926576
A3,N4SID,S,224,225,9,233,1.08280939624575,1.09026863480511,0.00745923855935726,0.00745923855935726,5.56402398854022e-05,0.0027962644922528,0.75,0.0236911971158748
A3,N4SID,S,224,225,10,234,1.07531290900704,1.08381886209646,0.00850595308941871,0.00850595308941871,7.23512379593916e-05,0.0030982616585146,0.75,0.0271064570142249
A3,N4SID,S,224,225,11,235,1.06768774931611,1.0759819199864,0.00829417067029237,0.00829417067029237,6.87932671079381e-05,0.0031724244977759,1,0.0314621643222046
A3,N4SID,S,224,225,12,236,1.05999371596659,1.06762037014257,0.00762665417598418,0.00762665417598418,5.8165853920057e-05,0.00333647518156946,1,0.0346230265792909
A3,N4SID,S,224,225,13,237,1.05228972506229,1.0589156808057,0.0066259557434154,0.0066259557434154,4.39032895136995e-05,0.00344826050748376,1,0.0380763911905054
A3,N4SID,S,224,225,14,238,1.04463330032889,1.05133225505868,0.00669895472978621,0.00669895472978621,4.4875994471725e-05,0.00371325401855312,1,0.0418997079935319
A3,N4SID,S,231,232,1,232,1.09011708575928,1.08974342938396,-0.000373656375322273,0.000373656375322273,1.3961908681898e-07,0.000190744957099155,1,0.00202201375484801
A3,N4SID,S,231,232,2,233,1.08280939624575,1.08209165570344,-0.000717740542304002,0.000717740542304002,5.15151486066842e-07,0.000339953338787372,1,0.00364977612975831
A3,N4SID,S,231,232,3,234,1.07531290900704,1.07398281354782,-0.00133009545922236,0.00133009545922236,1.76915393064394e-06,0.00053702368470871,1,0.0053238528619815
A3,N4SID,S,231,232,4,235,1.06768774931611,1.06537193939935,-0.00231580991676417,0.00231580991676417,5.36297557058326e-06,0.000800435495017278,0.75,0.00679901835816399
A3,N4SID,S,231,232,5,236,1.05999371596659,1.05616662319743,-0.00382709276915283,0.00382709276915283,1.46466390637019e-05,0.00136554653444787,0.75,0.00850656627837898
A3,N4SID,S,231,232,6,237,1.05228972506229,1.046486570317,-0.00580315474529436,0.00580315474529436,3.36766049978324e-05,0.00201103370852828,0.5,0.0108421235349493
A3,N4SID,S,231,232,7,238,1.04463330032889,1.03716301757255,-0.0074702827563462,0.0074702827563462,5.58051244597634e-05,0.00294108463859411,0.5,0.0133669434163897
A3,N4SID,S,231,232,8,239,1.03708011566706,1.0266476422278,-0.0104324734392651,0.0104324734392651,0.000108836502060972,0.00431032374192272,0.25,0.0161011133082806
A3,N4SID,S,231,232,9,240,1.02968359403577,1.01607642239246,-0.013607171643311,0.013607171643311,0.000185155120130528,0.00613531395435086,0,0.0189885531125392
A3,N4SID,S,231,232,10,241,1.02249456508538,1.00526908424096,-0.0172254808444203,0.0172254808444203,0.000296717190321492,0.00843894537158616,0,0.0223004093950442
A3,N4SID,S,231,232,11,242,1.01556098230205,0.994702403318353,-0.0208585789836938,0.0208585789836938,0.000435080317218993,0.0115222663106665,0,0.0252399418440175
A3,N4SID,S,231,232,12,243,1.0089276988261,0.983161641192618,-0.0257660576334837,0.0257660576334837,0.000663889725972005,0.0151862076092607,0,0.0284968956435799
A3,N4SID,S,231,232,13,244,1.00263629961166,0.971759336532732,-0.0308769630789253,0.0308769630789253,0.000953386848977316,0.0192500157675216,0,0.0323163567818516
A3,N4SID,S,231,232,14,245,0.996724986243541,0.959705662832935,-0.0370193234106064,0.0370193234106064,0.00137043030577907,0.0236372048601435,0,0.0362838736945863
A3,N4SID,S,238,239,1,239,1.03708011566706,1.03614854911869,-0.000931566548368679,0.000931566548368679,8.67816234039534e-07,0.000307558606671395,0.75,0.00167870365942385
A3,N4SID,S,238,239,2,240,1.02968359403577,1.02795935872332,-0.00172423531244537,0.00172423531244537,2.97298741268357e-06,0.000628145205219352,0.5,0.00287263700252577
A3,N4SID,S,238,239,3,241,1.02249456508538,1.0194953565048,-0.00299920858058011,0.00299920858058011,8.99525210982539e-06,0.00136207197906365,0.25,0.00437471179040139
A3,N4SID,S,238,239,4,242,1.01556098230205,1.01074425256749,-0.00481672973455471,0.00481672973455471,2.32008853357435e-05,0.00239774223883979,0,0.00579728474771068
A3,N4SID,S,238,239,5,243,1.0089276988261,1.00192774870747,-0.00699995011863308,0.00699995011863308,4.89993016633513e-05,0.0041476854078569,0,0.00760317322676982
A3,N4SID,S,238,239,6,244,1.00263629961166,0.992475433586258,-0.0101608660253985,0.0101608660253985,0.000103243198386097,0.00577357293526453,0,0.0101562958539606
A3,N4SID,S,238,239,7,245,0.996724986243541,0.983061868008586,-0.0136631182349554,0.0136631182349554,0.00018668079990237,0.00814535157894068,0,0.0125084824308124
A3,N4SID,S,238,239,8,246,0.991228509555462,0.974094907594856,-0.0171336019606064,0.0171336019606064,0.000293560316144496,0.0110303037574571,0,0.0151149287338671
A3,N4SID,S,238,239,9,247,0.986178144229163,0.964598506460023,-0.02157963776914,0.02157963776914,0.000465680766247292,0.0141549556206667,0,0.0178632604095331
A3,N4SID,S,238,239,10,248,0.981601698820097,0.954836373209586,-0.0267653256105109,0.0267653256105109,0.000716382655036672,0.0181104526529736,0,0.0205480852756932
A3,N4SID,S,238,239,11,249,0.977523554165694,0.945419554318068,-0.0321039998476255,0.0321039998476255,0.00103066680621634,0.0221618976027333,0,0.0237864706793498
A3,N4SID,S,238,239,12,250,0.973964722894921,0.935713911550829,-0.0382508113440921,0.0382508113440921,0.00146312456848133,0.0267825315665722,0,0.026730928186263
A3,N4SID,S,238,239,13,251,0.970942922772586,0.926379415531381,-0.0445635072412055,0.0445635072412055,0.00198590617763698,0.0321811106160855,0,0.0299974853126455
A3,N4SID,S,238,239,14,252,0.968472656871352,0.91673100393688,-0.0517416529344716,0.0517416529344716,0.00267719864839132,0.0381551911764288,0,0.0331387732353847
A3,N4SID,S,245,246,1,246,0.991228509555462,0.990337803046973,-0.000890706508489214,0.000890706508489214,7.93358084265046e-07,0.000323611547391575,0.75,0.00153621404790885
A3,N4SID,S,245,246,2,247,0.986178144229163,0.983807189544668,-0.00237095468449477,0.00237095468449477,5.62142611592772e-06,0.00115704175509075,0,0.00253647076487934
A3,N4SID,S,245,246,3,248,0.981601698820097,0.97776934228224,-0.00383235653785685,0.00383235653785685,1.46869566332542e-05,0.00257048884813684,0,0.00360695194880761
A3,N4SID,S,245,246,4,249,0.977523554165694,0.971187003158324,-0.00633655100736974,0.00633655100736974,4.01518786689985e-05,0.00415748889210414,0,0.00514929201569991
A3,N4SID,S,245,246,5,250,0.973964722894921,0.964852739468196,-0.00911198342672548,0.00911198342672548,8.30282419689198e-05,0.00611454077339343,0,0.00685046174311779
A3,N4SID,S,245,246,6,251,0.970942922772586,0.958665504001837,-0.0122774187707496,0.0122774187707496,0.000150735011672355,0.00852532902879651,0,0.00875421793873804
A3,N4SID,S,245,246,7,252,0.968472656871352,0.952709429490598,-0.0157632273807541,0.0157632273807541,0.000248479337457355,0.0112284295576634,0,0.0109070316869328
A3,N4SID,S,245,246,8,253,0.966565294054816,0.947273925185252,-0.0192913688695634,0.0192913688695634,0.00037215691286156,0.0144461361449051,0,0.0129121583397977
A3,N4SID,S,245,246,9,254,0.965229143955803,0.941331687855999,-0.0238974560998048,0.0238974560998048,0.000571088408042096,0.0182215383685595,0,0.0151670513886015
A3,N4SID,S,245,246,10,255,0.964469521519439,0.935818345408028,-0.0286511761114108,0.0286511761114108,0.000820889892567075,0.0223024778639229,0,0.0178587389815339
A3,N4SID,S,245,246,11,256,0.964288797219781,0.930095743400246,-0.0341930538195347,0.0341930538195347,0.0011691649295056,0.0264980726966348,0,0.0205291334268824
A3,N4SID,S,245,246,12,257,0.964686430217291,0.924957696059224,-0.0397287341580667,0.0397287341580667,0.00157837231780233,0.0313039097139819,0,0.0232760856884277
A3,N4SID,S,245,246,13,258,0.965658982964413,0.919623432274518,-0.0460355506898956,0.0460355506898956,0.00211927192732195,0.0363396533186,0,0.0263969043744102
A3,N4SID,S,245,246,14,259,0.967200117048564,0.91450945809069,-0.0526906589578743,0.0526906589578743,0.00277630554141502,0.0420017837172961,0,0.0287654700899686
A3,N4SID,S,252,253,1,253,0.966565294054816,0.965493825563367,-0.00107146849144824,0.00107146849144824,1.14804472816636e-06,0.000385296266678551,0.5,0.00141529655821357
A3,N4SID,S,252,253,2,254,0.965229143955803,0.963002792427968,-0.00222635152783501,0.00222635152783501,4.9566411254933e-06,0.00119941624717652,0,0.00226871301724352
A3,N4SID,S,252,253,3,255,0.964469521519439,0.960398634895618,-0.00407088662382038,0.00407088662382038,1.65721179039997e-05,0.00250942475681074,0,0.00359382112386838
A3,N4SID,S,252,253,4,256,0.964288797219781,0.958270858311054,-0.00601793890872726,0.00601793890872726,3.62155887091734e-05,0.00413312453494579,0,0.00509046113212966
A3,N4SID,S,252,253,5,257,0.964686430217291,0.956023035625285,-0.00866339459200538,0.00866339459200538,7.50544058567881e-05,0.00624517867358335,0,0.00667190460907105
A3,N4SID,S,252,253,6,258,0.965658982964413,0.954231723060581,-0.0114272599038325,0.0114272599038325,0.000130582268909739,0.00838833464105505,0,0.00834954096551388
A3,N4SID,S,252,253,7,259,0.967200117048564,0.951960658301372,-0.0152394587471916,0.0152394587471916,0.000232241102907354,0.0114377178516831,0,0.00991399128769607
A3,N4SID,S,252,253,8,260,0.96930057134518,0.950409811235127,-0.0188907601100532,0.0188907601100532,0.000356860817535577,0.0144425448008255,0,0.0116007323405568
A3,N4SID,S,252,253,9,261,0.971948124797725,0.948593626578674,-0.0233544982190502,0.0233544982190502,0.00054543258706362,0.0176386002862758,0,0.0138250352207238
A3,N4SID,S,252,253,10,262,0.9751275473072,0.947203313215836,-0.0279242340913642,0.0279242340913642,0.000779762849589309,0.0217829457190714,0,0.0153180417237724
A3,N4SID,S,252,253,11,263,0.978820543263547,0.945724106911509,-0.0330964363520375,0.0330964363520375,0.00109537409920447,0.025654605083485,0,0.0178012251755668
A3,N4SID,S,252,253,12,264,0.983005693150981,0.945147365410351,-0.037858327740629,0.037858327740629,0.00143325297931688,0.0299423054082973,0,0.0200365318406066
A3,N4SID,S,252,253,13,265,0.987658399378696,0.94463881305397,-0.043019586324726,0.043019586324726,0.00185068480755055,0.0345594546029702,0,0.0222337866027812
A3,N4SID,S,252,253,14,266,0.992750843001928,0.944212988549588,-0.0485378544523395,0.0485378544523395,0.00235592331483649,0.0394190492001106,0,0.0243267014821004
A3,N4SID,S,259,260,1,260,0.96930057134518,0.96833946807935,-0.000961103265829655,0.000961103265829655,9.23719487588428e-07,0.000285233026093394,0.75,0.00159326059989165
A3,N4SID,S,259,260,2,261,0.971948124797725,0.970026268512418,-0.00192185628530639,0.00192185628530639,3.69353158137167e-06,0.000686790276500714,0.5,0.0028907190616945
A3,N4SID,S,259,260,3,262,0.9751275473072,0.972027825149049,-0.00309972215815113,0.00309972215815113,9.6082774577331e-06,0.00120570383096617,0.5,0.00467016037817561
A3,N4SID,S,259,260,4,263,0.978820543263547,0.973801012219372,-0.00501953104417485,0.00501953104417485,2.51956919034351e-05,0.00211116653949323,0.25,0.00636468045107236
A3,N4SID,S,259,260,5,264,0.983005693150981,0.975945815110711,-0.00705987804026964,0.00705987804026964,4.98418779434815e-05,0.00321038714020013,0,0.00832308735637113
A3,N4SID,S,259,260,6,265,0.987658399378696,0.978273579539955,-0.00938481983874084,0.00938481983874084,8.80748434056237e-05,0.00470501886582497,0,0.0103487531055811
A3,N4SID,S,259,260,7,266,0.992750843001928,0.980834336352186,-0.011916506649742,0.011916506649742,0.000142003130733345,0.00640178035697151,0,0.0127096890939425
